Player,Player_ID,Player_Link,team_name_abbr,conf_abbr,games,rec,rec_yds,rec_yds_per_rec,rec_td,rec_yds_per_g,rush_att,rush_yds,rush_yds_per_att,rush_td,rush_yds_per_g,scrim_att,yds_from_scrimmage,scrim_yds_per_att,scrim_td,awards,Year
Jamarius Way,jamarius-way-1,/cfb/players/jamarius-way-1.html,South Alabama,Sun Belt,12,61,855,14.0,8,71.3,1,1,1.0,0,0.1,62,856,13.8,8,,2018
Marcus Green,marcus-green-6,/cfb/players/marcus-green-6.html,Louisiana-Monroe,Sun Belt,12,50,855,17.1,8,71.3,20,193,9.7,1,16.1,70,1048,15.0,9,,2018
Jaylen Waddle,jaylen-waddle-1,/cfb/players/jaylen-waddle-1.html,Alabama,SEC,15,45,848,18.8,7,56.5,0,0,,0,0.0,45,848,18.8,7,,2018
Bryan Edwards,bryan-edwards-1,/cfb/players/bryan-edwards-1.html,South Carolina,SEC,13,55,846,15.4,7,65.1,0,0,,0,0.0,55,846,15.4,7,,2018
Tyron Johnson,tyron-johnson-1,/cfb/players/tyron-johnson-1.html,Oklahoma State,Big 12,13,53,845,15.9,7,65.0,1,1,1.0,1,0.1,54,846,15.7,8,,2018
Xavier Ubosi,xavier-ubosi-1,/cfb/players/xavier-ubosi-1.html,UAB,CUSA,14,35,837,23.9,8,59.8,0,0,,0,0.0,35,837,23.9,8,,2018
Jace Sternberger,jace-sternberger-1,/cfb/players/jace-sternberger-1.html,Texas A&M,SEC,13,48,832,17.3,10,64.0,1,4,4.0,0,0.3,49,836,17.1,10,AA,2018
Emanuel Hall,emanuel-hall-1,/cfb/players/emanuel-hall-1.html,Missouri,SEC,9,37,828,22.4,6,92.0,0,0,,0,0.0,37,828,22.4,6,,2018
A.J. Richardson,aj-richardson-1,/cfb/players/aj-richardson-1.html,Boise State,MWC,13,54,825,15.3,8,63.5,0,0,,0,0.0,54,825,15.3,8,,2018
JD Spielman,jd-spielman-1,/cfb/players/jd-spielman-1.html,Nebraska,Big Ten,10,66,818,12.4,8,81.8,7,24,3.4,0,2.4,73,842,11.5,8,,2018
Dezmon Patmon,dezmon-patmon-1,/cfb/players/dezmon-patmon-1.html,Washington State,Pac-12,13,61,816,13.4,5,62.8,0,0,,0,0.0,61,816,13.4,5,,2018
Gabriel Davis,gabriel-davis-1,/cfb/players/gabriel-davis-1.html,UCF,American,12,53,815,15.4,7,67.9,0,0,,0,0.0,53,815,15.4,7,,2018
T.J. Rahming,tj-rahming-1,/cfb/players/tj-rahming-1.html,Duke,ACC,13,75,811,10.8,8,62.4,9,82,9.1,0,6.3,84,893,10.6,8,,2018
Jalen Guyton,jalen-guyton-1,/cfb/players/jalen-guyton-1.html,North Texas,CUSA,13,54,805,14.9,6,61.9,0,0,,0,0.0,54,805,14.9,6,,2018
Ja'Deion High,jadeion-high-1,/cfb/players/jadeion-high-1.html,Texas Tech,Big 12,12,62,804,13.0,4,67.0,0,0,,0,0.0,62,804,13.0,4,,2018
Damon Hazelton Jr.,damon-hazelton-jr-1,/cfb/players/damon-hazelton-jr-1.html,Virginia Tech,ACC,13,51,802,15.7,8,61.7,1,4,4.0,0,0.3,52,806,15.5,8,,2018
Reggie Roberson Jr.,reggie-roberson-jr-1,/cfb/players/reggie-roberson-jr-1.html,SMU,American,10,52,802,15.4,6,80.2,3,10,3.3,0,1.0,55,812,14.8,6,,2018
Jayden Reed,jayden-reed-1,/cfb/players/jayden-reed-1.html,Western Michigan,MAC,13,56,797,14.2,8,61.3,1,-9,-9.0,0,-0.7,57,788,13.8,8,,2018
Olabisi Johnson,olabisi-johnson-1,/cfb/players/olabisi-johnson-1.html,Colorado State,MWC,11,54,796,14.7,4,72.4,0,0,,0,0.0,54,796,14.7,4,,2018
Denzel Mims,denzel-mims-1,/cfb/players/denzel-mims-1.html,Baylor,Big 12,12,55,794,14.4,8,66.2,0,0,,0,0.0,55,794,14.4,8,,2018
Kahlil Lewis,kahlil-lewis-1,/cfb/players/kahlil-lewis-1.html,Cincinnati,American,13,56,782,14.0,9,60.2,1,11,11.0,1,0.8,57,793,13.9,10,,2018
Flynn Nagel,flynn-nagel-1,/cfb/players/flynn-nagel-1.html,Northwestern,Big Ten,14,68,780,11.5,2,55.7,2,2,1.0,0,0.1,70,782,11.2,2,,2018
D'Wayne Eskridge,dwayne-eskridge-1,/cfb/players/dwayne-eskridge-1.html,Western Michigan,MAC,11,38,776,20.4,3,70.5,0,0,,0,0.0,38,776,20.4,3,,2018
Jared Pinkney,jared-pinkney-1,/cfb/players/jared-pinkney-1.html,Vanderbilt,SEC,13,50,774,15.5,7,59.5,0,0,,0,0.0,50,774,15.5,7,,2018
Corey Sutton,corey-sutton-2,/cfb/players/corey-sutton-2.html,Appalachian State,Sun Belt,13,44,773,17.6,10,59.5,0,0,,0,0.0,44,773,17.6,10,,2018
Diontae Johnson,diontae-johnson-1,/cfb/players/diontae-johnson-1.html,Toledo,MAC,13,49,761,15.5,8,58.5,2,17,8.5,0,1.3,51,778,15.3,8,,2018
T.J. Hockenson,tj-hockenson-1,/cfb/players/tj-hockenson-1.html,Iowa,Big Ten,13,49,760,15.5,6,58.5,1,4,4.0,1,0.3,50,764,15.3,7,,2018
Shawn Poindexter,shawn-poindexter-1,/cfb/players/shawn-poindexter-1.html,Arizona,Pac-12,12,42,759,18.1,11,63.3,0,0,,0,0.0,42,759,18.1,11,,2018
Blake Banham,blake-banham-1,/cfb/players/blake-banham-1.html,Eastern Michigan,MAC,13,60,758,12.6,5,58.3,8,32,4.0,1,2.5,68,790,11.6,6,,2018
Michael Pittman Jr.,michael-pittman-jr-1,/cfb/players/michael-pittman-jr-1.html,USC,Pac-12,11,41,758,18.5,6,68.9,1,9,9.0,0,0.8,42,767,18.3,6,,2018
Sean Riley,sean-riley-2,/cfb/players/sean-riley-2.html,Syracuse,ACC,13,64,756,11.8,3,58.2,5,37,7.4,0,2.8,69,793,11.5,3,,2018
KJ Hamler,kj-hamler-1,/cfb/players/kj-hamler-1.html,Penn State,Big Ten,13,42,754,18.0,5,58.0,4,44,11.0,1,3.4,46,798,17.3,6,,2018
Amon-Ra St. Brown,amon-ra-st-brown-1,/cfb/players/amon-ra-st-brown-1.html,USC,Pac-12,12,60,750,12.5,3,62.5,2,9,4.5,0,0.8,62,759,12.2,3,,2018
Justin McInnis,justin-mcinnis-1,/cfb/players/justin-mcinnis-1.html,Arkansas State,Sun Belt,13,61,748,12.3,5,57.5,1,-11,-11.0,0,-0.8,62,737,11.9,5,,2018
Lynn Bowden Jr.,lynn-bowden-jr-1,/cfb/players/lynn-bowden-jr-1.html,Kentucky,SEC,13,67,745,11.1,5,57.3,9,25,2.8,0,1.9,76,770,10.1,5,,2018
Nyqwan Murray,nyqwan-murray-1,/cfb/players/nyqwan-murray-1.html,Florida State,ACC,12,54,744,13.8,3,62.0,5,4,0.8,0,0.3,59,748,12.7,3,,2018
Tamorrion Terry,tamorrion-terry-1,/cfb/players/tamorrion-terry-1.html,Florida State,ACC,12,35,744,21.3,8,62.0,0,0,,0,0.0,35,744,21.3,8,,2018
Isaac Zico,isaac-zico-1,/cfb/players/isaac-zico-1.html,Purdue,Big Ten,13,46,743,16.2,6,57.2,0,0,,0,0.0,46,743,16.2,6,,2018
Jack Sorenson,jack-sorenson-1,/cfb/players/jack-sorenson-1.html,Miami (OH),MAC,12,53,742,14.0,2,61.8,0,0,,0,0.0,53,742,14.0,2,,2018
Henry Ruggs III,henry-ruggs-iii-1,/cfb/players/henry-ruggs-iii-1.html,Alabama,SEC,15,46,741,16.1,11,49.4,0,0,,0,0.0,46,741,16.1,11,,2018
Johnathon Johnson,johnathon-johnson-2,/cfb/players/johnathon-johnson-2.html,Missouri,SEC,13,59,737,12.5,5,56.7,1,8,8.0,0,0.6,60,745,12.4,5,,2018
Kaleb Fossum,kaleb-fossum-1,/cfb/players/kaleb-fossum-1.html,Nevada,MWC,13,70,734,10.5,1,56.5,2,13,6.5,0,1.0,72,747,10.4,1,,2018
Terren Encalade,terren-encalade-1,/cfb/players/terren-encalade-1.html,Tulane,American,13,44,727,16.5,5,55.9,5,56,11.2,0,4.3,49,783,16.0,5,,2018
Malcolm Williams,malcolm-williams-4,/cfb/players/malcolm-williams-4.html,Coastal Carolina,Sun Belt,12,47,724,15.4,5,60.3,10,22,2.2,1,1.8,57,746,13.1,6,,2018
Teddy Veal,teddy-veal-1,/cfb/players/teddy-veal-1.html,Louisiana Tech,CUSA,12,70,716,10.2,1,59.7,0,0,,0,0.0,70,716,10.2,1,,2018
Johnathan Boone,johnathan-boone-1,/cfb/players/johnathan-boone-1.html,New Mexico State,Ind,12,59,715,12.1,3,59.6,2,-9,-4.5,0,-0.8,61,706,11.6,3,,2018
Tre Walker,tre-walker-3,/cfb/players/tre-walker-3.html,San Jose State,MWC,9,39,714,18.3,5,79.3,1,0,0.0,0,0.0,40,714,17.9,5,,2018
Victor Tucker,victor-tucker-1,/cfb/players/victor-tucker-1.html,Charlotte,CUSA,11,54,712,13.2,2,64.7,0,0,,0,0.0,54,712,13.2,2,,2018
Irv Smith Jr.,irv-smith-jr-1,/cfb/players/irv-smith-jr-1.html,Alabama,SEC,15,44,710,16.1,7,47.3,0,0,,0,0.0,44,710,16.1,7,,2018
Josh Oliver,josh-oliver-1,/cfb/players/josh-oliver-1.html,San Jose State,MWC,12,56,709,12.7,4,59.1,0,0,,0,0.0,56,709,12.7,4,,2018
Ron'Quavion Tarver,ronquavion-tarver-1,/cfb/players/ronquavion-tarver-1.html,Utah State,MWC,13,66,709,10.7,8,54.5,1,4,4.0,0,0.3,67,713,10.6,8,,2018
Rashod Bateman,rashod-bateman-1,/cfb/players/rashod-bateman-1.html,Minnesota,Big Ten,13,51,704,13.8,6,54.2,0,0,,0,0.0,51,704,13.8,6,,2018
Terry McLaurin,terry-mclaurin-1,/cfb/players/terry-mclaurin-1.html,Ohio State,Big Ten,14,35,701,20.0,11,50.1,0,0,,0,0.0,35,701,20.0,11,,2018
Marcus Simms,marcus-simms-1,/cfb/players/marcus-simms-1.html,West Virginia,Big 12,11,46,699,15.2,2,63.5,1,5,5.0,0,0.5,47,704,15.0,2,,2018
DeVonta Smith,devonta-smith-1,/cfb/players/devonta-smith-1.html,Alabama,SEC,14,42,693,16.5,6,49.5,0,0,,0,0.0,42,693,16.5,6,,2018
Keith Corbin,keith-corbin-1,/cfb/players/keith-corbin-1.html,Houston,American,12,40,691,17.3,10,57.6,4,5,1.3,0,0.4,44,696,15.8,10,,2018
Ventell Bryant,ventell-bryant-1,/cfb/players/ventell-bryant-1.html,Temple,American,13,51,690,13.5,3,53.1,3,12,4.0,0,0.9,54,702,13.0,3,,2018
Anthony Ratliff-Williams,anthony-ratliff-williams-1,/cfb/players/anthony-ratliff-williams-1.html,North Carolina,ACC,11,42,689,16.4,2,62.6,11,83,7.5,1,7.5,53,772,14.6,3,,2018
Jalen Greene,jalen-greene-1,/cfb/players/jalen-greene-1.html,Utah State,MWC,13,44,689,15.7,6,53.0,0,0,,0,0.0,44,689,15.7,6,,2018
Dredrick Snelson,dredrick-snelson-1,/cfb/players/dredrick-snelson-1.html,UCF,American,12,43,688,16.0,5,57.3,1,4,4.0,0,0.3,44,692,15.7,5,,2018
T.J. Vasher,tj-vasher-1,/cfb/players/tj-vasher-1.html,Texas Tech,Big 12,11,54,687,12.7,7,62.5,0,0,,0,0.0,54,687,12.7,7,,2018
Tay Martin,tay-martin-1,/cfb/players/tay-martin-1.html,Washington State,Pac-12,13,69,685,9.9,8,52.7,0,0,,0,0.0,69,685,9.9,8,,2018
Trenton Irwin,trenton-irwin-1,/cfb/players/trenton-irwin-1.html,Stanford,Pac-12,12,60,685,11.4,2,57.1,0,0,,0,0.0,60,685,11.4,2,,2018
Randall St. Felix,randall-st-felix-1,/cfb/players/randall-st-felix-1.html,South Florida,American,11,33,679,20.6,4,61.7,0,0,,0,0.0,33,679,20.6,4,,2018
Theo Howard,theo-howard-1,/cfb/players/theo-howard-1.html,UCLA,Pac-12,12,51,677,13.3,4,56.4,3,26,8.7,0,2.2,54,703,13.0,4,,2018
Tyler Vaughns,tyler-vaughns-1,/cfb/players/tyler-vaughns-1.html,USC,Pac-12,12,58,674,11.6,6,56.2,0,0,,0,0.0,58,674,11.6,6,,2018
Shi Smith,shi-smith-1,/cfb/players/shi-smith-1.html,South Carolina,SEC,12,45,673,15.0,4,56.1,0,0,,0,0.0,45,673,15.0,4,,2018
Darius Slayton,darius-slayton-1,/cfb/players/darius-slayton-1.html,Auburn,SEC,12,35,670,19.1,5,55.8,0,0,,0,0.0,35,670,19.1,5,,2018
Johnnie Dixon,johnnie-dixon-1,/cfb/players/johnnie-dixon-1.html,Ohio State,Big Ten,14,42,669,15.9,8,47.8,0,0,,0,0.0,42,669,15.9,8,,2018
Penny Hart,penny-hart-1,/cfb/players/penny-hart-1.html,Georgia State,Sun Belt,12,49,669,13.7,2,55.8,4,-10,-2.5,0,-0.8,53,659,12.4,2,,2018
Jared Rice,jared-rice-1,/cfb/players/jared-rice-1.html,Fresno State,MWC,14,55,664,12.1,3,47.4,1,3,3.0,0,0.2,56,667,11.9,3,,2018
Harrison Bryant,harrison-bryant-1,/cfb/players/harrison-bryant-1.html,Florida Atlantic,CUSA,12,45,662,14.7,4,55.2,1,2,2.0,0,0.2,46,664,14.4,4,,2018
Timmy Hernandez,timmy-hernandez-1,/cfb/players/timmy-hernandez-1.html,Oregon State,Pac-12,12,58,661,11.4,3,55.1,1,3,3.0,0,0.3,59,664,11.3,3,,2018
Jon'Vea Johnson,jonvea-johnson-1,/cfb/players/jonvea-johnson-1.html,Toledo,MAC,13,32,660,20.6,9,50.8,0,0,,0,0.0,32,660,20.6,9,,2018
Greg Campbell Jr.,greg-campbell-3,/cfb/players/greg-campbell-3.html,UTSA,CUSA,11,58,658,11.3,2,59.8,6,23,3.8,0,2.1,64,681,10.6,2,,2018
Shun Brown,shun-brown-1,/cfb/players/shun-brown-1.html,Arizona,Pac-12,12,64,655,10.2,6,54.6,2,40,20.0,0,3.3,66,695,10.5,6,,2018
Easop Winston,easop-winston-1,/cfb/players/easop-winston-1.html,Washington State,Pac-12,13,52,654,12.6,8,50.3,0,0,,0,0.0,52,654,12.6,8,,2018
Andre Williams,andre-williams-5,/cfb/players/andre-williams-5.html,Akron,MAC,11,46,649,14.1,6,59.0,1,4,4.0,0,0.4,47,653,13.9,6,,2018
Trevon Bradford,trevon-bradford-1,/cfb/players/trevon-bradford-1.html,Oregon State,Pac-12,11,56,649,11.6,6,59.0,12,136,11.3,0,12.4,68,785,11.5,6,,2018
Cody Thompson,cody-thompson-1,/cfb/players/cody-thompson-1.html,Toledo,MAC,13,48,647,13.5,10,49.8,0,0,,0,0.0,48,647,13.5,10,,2018
Chase Claypool,chase-claypool-1,/cfb/players/chase-claypool-1.html,Notre Dame,Ind,13,50,639,12.8,4,49.2,0,0,,0,0.0,50,639,12.8,4,,2018
Britain Covey,britain-covey-1,/cfb/players/britain-covey-1.html,Utah,Pac-12,13,60,637,10.6,1,49.0,21,172,8.2,0,13.2,81,809,10.0,1,,2018
K.D. Nixon,kd-nixon-1,/cfb/players/kd-nixon-1.html,Colorado,Pac-12,11,52,636,12.2,4,57.8,9,-8,-0.9,1,-0.7,61,628,10.3,5,,2018
