rushing_yards_national_rank,first_name,last_name,full_name,career_link,career_id,position_category,school_name,school_state,stat_value,rushing_yards,rushing_yards_per_game,comp,rushing_attempts,pct,rushing_touchdowns,int,rate,games_played,year,category
16,Jake,Smith,Jake Smith,/tx/tyler/bishop-gorman-crusaders/athletes/jake-smith/football/stats/?careerid=j0c73mh69arp9,j0c73mh69arp9,QB,Bishop Gorman,TX,4351,4351,435.1,230,356,0.646,40,7,136,10,2016,rushing
17,Josh,Weiss,Josh Weiss,/wi/cedar-grove/cedar-grove-belgium-rockets/athletes/josh-weiss/football/stats/?careerid=5gougjecobd77,5gougjecobd77,"QB, OLB",Cedar Grove-Belgium,WI,4232,4232,302.3,253,356,0.711,59,12,136,14,2016,rushing
18,Laraymond,Spivery,Laraymond Spivery,/ms/lucedale/george-county-rebels/athletes/laraymond-spivery/football/stats/?careerid=382k5oikvp9l5,382k5oikvp9l5,"WR, QB",George County,MS,4209,4209,350.8,320,475,0.674,28,6,110,12,2016,rushing
19,Terry,Ryan jr.,Terry Ryan jr.,/ca/san-bernardino/pacific-pirates/athletes/terry-ryan-jr/football/stats/?careerid=aaeuo69dptkqa,aaeuo69dptkqa,QB,Pacific,CA,4200,4200,350.0,259,438,0.591,52,12,119,12,2016,rushing
20,Diego,Hernandez,Diego Hernandez,/tx/mission/mission-veterans-memorial-patriots/athletes/diego-hernandez/football/stats/?careerid=30jdq95majri2,30jdq95majri2,"QB, P",Mission Veterans Memorial,TX,4175,4175,321.2,298,504,0.591,45,9,108,13,2016,rushing
21,Jake,Dunniway,Jake Dunniway,/ca/manteca/east-union-lancers/athletes/jake-dunniway/football/stats/?careerid=kvujtcitiahff,kvujtcitiahff,,St. Mary's,CA,4066,4066,254.1,223,329,0.678,46,9,138,16,2016,rushing
22,Cammon,Cooper,Cammon Cooper,/ut/lehi/lehi-pioneers/athletes/cammon-cooper/football/stats/?careerid=qk6078umtdqh1,qk6078umtdqh1,QB,Lehi,UT,4059,4059,338.2,309,486,0.636,38,13,105,12,2016,rushing
23,Jeffrey,Jackson,Jeffrey Jackson,/ca/la-jolla/bishops-knights/athletes/jeffrey-jackson/football/stats/?careerid=cot7krqnq22h1,cot7krqnq22h1,QB,Bishop's,CA,4056,4056,270.4,264,404,0.653,46,5,131,15,2016,rushing
24,Brandon,George,Brandon George,/ok/jones/jones-longhorns/athletes/brandon-george/football/stats/?careerid=nte2oimdipdue,nte2oimdipdue,QB,Jones,OK,4035,4035,269.0,235,331,0.71,44,5,145,15,2016,rushing
25,Brandon,Steward,Brandon Steward,/tx/pampa/pampa-harvesters/athletes/brandon-steward/football/stats/?careerid=aou3plljh81bb,aou3plljh81bb,QB,Pampa,TX,4008,4008,334.0,342,535,0.639,41,17,99,12,2016,rushing
26,Jeremy,Moussa,Jeremy Moussa,/ca/eastvale/roosevelt-mustangs/athletes/jeremy-moussa/football/stats/?careerid=ji4o05sc29rh1,ji4o05sc29rh1,QB,Roosevelt,CA,4008,4008,308.3,261,424,0.616,56,5,127,13,2016,rushing
27,Tim,Tawa,Tim Tawa,/or/west-linn/west-linn-lions/athletes/tim-tawa/football/stats/?careerid=5i47agasfmlrb,5i47agasfmlrb,QB,West Linn,OR,3994,3994,285.3,264,382,0.691,55,1,142,14,2016,rushing
28,Peter,Morrison,Peter Morrison,/in/fort-wayne/fort-wayne-concordia-lutheran-cadets/athletes/peter-morrison/football/stats/?careerid=rorov69j437l5,rorov69j437l5,"QB, WR",Fort Wayne Concordia Lutheran,IN,3991,3991,266.1,243,365,0.666,52,4,138,15,2016,rushing
29,Myles,Brennan,Myles Brennan,/ms/bay-st-louis/st-stanislaus-rock-a-chaws/athletes/myles-brennan/football/stats/?careerid=6rv66b63mbltd,6rv66b63mbltd,QB,St. Stanislaus,MS,3982,3982,331.8,275,399,0.689,48,3,138,12,2016,rushing
30,Brayden,Brazeal,Brayden Brazeal,/ar/england/england-lions/athletes/brayden-brazeal/football/stats/?careerid=289b2o5cl51aa,289b2o5cl51aa,"QB, CB",England,AR,3954,3954,282.4,211,318,0.664,50,7,140,14,2016,rushing
31,Charlie,Brewer,Charlie Brewer,/tx/austin/lake-travis-cavaliers/athletes/charlie-brewer/football/stats/?careerid=nru1mrphe90sc,nru1mrphe90sc,QB,Lake Travis,TX,3927,3927,245.4,265,343,0.773,54,3,150,16,2016,rushing
32,Jalen,Chatman,Jalen Chatman,/ca/harbor-city/narbonne-gauchos/athletes/jalen-chatman/football/stats/?careerid=i7oku402ntt22,i7oku402ntt22,QB,Narbonne,CA,3926,3926,261.7,233,339,0.687,52,9,136,15,2016,rushing
33,Jake,Fromm,Jake Fromm,/ga/warner-robins/houston-county-bears/athletes/jake-fromm/football/stats/?careerid=35t9ff4t20raa,35t9ff4t20raa,QB,Houston County,GA,3910,3910,391.0,244,383,0.637,41,9,124,10,2016,rushing
34,Trevor,Lawrence,Trevor Lawrence,/ga/cartersville/cartersville-hurricanes/athletes/trevor-lawrence/football/stats/?careerid=h4lfg7ghtoci2,h4lfg7ghtoci2,QB,Cartersville,GA,3904,3904,260.3,250,406,0.616,51,9,124,15,2016,rushing
35,Chase,Garbers,Chase Garbers,/ca/newport-beach/corona-del-mar-sea-kings/athletes/chase-garbers/football/stats/?careerid=fd2mplimk7g33,fd2mplimk7g33,QB,Corona del Mar,CA,3895,3895,278.2,254,370,0.686,47,5,137,14,2016,rushing
36,Hank,Bachmeier,Hank Bachmeier,/ca/murrieta/murrieta-valley-nighthawks/athletes/hank-bachmeier/football/stats/?careerid=79jmejqs5btk4,79jmejqs5btk4,QB,Murrieta Valley,CA,3892,3892,278.0,234,311,0.752,46,3,152,14,2016,rushing
37,Joe,Curry,Joe Curry,/ca/folsom/folsom-bulldogs/athletes/joe-curry/football/stats/?careerid=pgrkgc7vv2u00,pgrkgc7vv2u00,QB,Folsom,CA,3875,3875,276.8,265,391,0.678,53,7,132,14,2016,rushing
38,Qua,Gray,Qua Gray,/tx/lubbock/coronado-mustangs/athletes/qua-gray/football/stats/?careerid=g7qrhsho7ibh1,g7qrhsho7ibh1,QB,Coronado,TX,3867,3867,322.2,250,414,0.604,49,8,123,12,2016,rushing
39,Levi,Taylor,Levi Taylor,/ca/victorville/silverado-hawks/athletes/levi-taylor/football/stats/?careerid=n7ccplvee20h1,n7ccplvee20h1,QB,Silverado,CA,3866,3866,276.1,219,392,0.559,44,15,111,14,2016,rushing
40,Triston,Williams,Triston Williams,/tx/andrews/andrews-mustangs/athletes/triston-williams/football/stats/?careerid=tc425a40gn633,tc425a40gn633,QB,Andrews,TX,3841,3841,320.1,241,379,0.636,52,6,130,12,2016,rushing
41,Clark,Payne,Clark Payne,/ky/bowling-green/bowling-green-purples/athletes/clark-payne/football/stats/?careerid=71tle04mfq1td,71tle04mfq1td,QB,Bowling Green,KY,3840,3840,256.0,214,316,0.677,44,4,143,15,2016,rushing
42,Mario,Bobadilla,Mario Bobadilla,/ca/los-angeles/franklin-panthers/athletes/mario-bobadilla/football/stats/?careerid=907bkfigbcfcc,907bkfigbcfcc,QB,Franklin,CA,3822,3822,254.8,241,408,0.591,36,9,111,15,2016,rushing
43,Jake,Simmons,Jake Simmons,/ca/rohnert-park/rancho-cotate-cougars/athletes/jake-simmons/football/stats/?careerid=vnr5okmupesdd,vnr5okmupesdd,"QB, DB",Rancho Cotate,CA,3816,3816,293.5,239,410,0.583,43,8,116,13,2016,rushing
44,Reid,Hesse,Reid Hesse,/tx/temple/temple-wildcats/athletes/reid-hesse/football/stats/?careerid=uj0oborbq1h00,uj0oborbq1h00,QB,Temple,TX,3803,3803,237.7,247,455,0.543,23,17,83,16,2016,rushing
45,Kenyon,Oblad,Kenyon Oblad,/nv/henderson/liberty-patriots/athletes/kenyon-oblad/football/stats/?careerid=77rp85feug6g0,77rp85feug6g0,QB,Liberty,NV,3784,3784,270.3,247,397,0.622,38,14,111,14,2016,rushing
46,Quinn,Commans,Quinn Commans,/ca/la-habra/whittier-christian-heralds/athletes/quinn-commans/football/stats/?careerid=t4q8gcr1jd699,t4q8gcr1jd699,"QB, FS",Whittier Christian,CA,3777,3777,377.7,242,367,0.659,43,2,137,10,2016,rushing
47,Bailey,Zappe,Bailey Zappe,/tx/victoria/victoria-east-titans/athletes/bailey-zappe/football/stats/?careerid=oolrcdnro7155,oolrcdnro7155,QB,Victoria East,TX,3770,3770,269.3,211,356,0.593,37,9,120,14,2016,rushing
48,Dillon,Davis,Dillon Davis,/tx/aledo/aledo-bearcats/athletes/dillon-davis/football/stats/?careerid=tus09h1blel66,tus09h1blel66,"QB, SS",Aledo,TX,3769,3769,235.6,189,311,0.608,45,11,128,16,2016,rushing
49,Jacob,Buie,Jacob Buie,/tn/jackson/university-school-of-jackson-bruins/athletes/jacob-buie/football/stats/?careerid=dpm10nil4pf88,dpm10nil4pf88,QB,University School of Jackson,TN,3752,3752,288.6,254,429,0.592,33,19,95,13,2016,rushing
50,K'hari,Lane,K'hari Lane,/ga/montezuma/macon-county-bulldogs/athletes/khari-lane/football/stats/?careerid=tek1sl81otb55,tek1sl81otb55,QB,Macon County,GA,3740,3740,267.1,199,319,0.624,56,2,140,14,2016,rushing
51,Sam,Hartman,Sam Hartman,/nc/davidson/davidson-day-patriots/athletes/sam-hartman/football/stats/?careerid=od9t6jo3e9iee,od9t6jo3e9iee,QB,Davidson Day,NC,3733,3733,339.4,229,348,0.658,45,6,134,11,2016,rushing
52,Stetson,Bennett iv,Stetson Bennett iv,/ga/blackshear/pierce-county-bears/athletes/stetson-bennett-iv/football/stats/?careerid=133sbpbnm6pk4,133sbpbnm6pk4,QB,Pierce County,GA,3724,3724,286.5,248,399,0.622,40,7,119,13,2016,rushing
53,Logan,Hughes,Logan Hughes,/tx/elysian-fields/elysian-fields-yellowjackets/athletes/logan-hughes/football/stats/?careerid=etsnhu1oseecc,etsnhu1oseecc,"QB, FS",Elysian Fields,TX,3722,3722,286.3,193,274,0.704,37,11,136,13,2016,rushing
54,Jacob,Westphal,Jacob Westphal,/ca/moraga/campolindo-cougars/athletes/jacob-westphal/football/stats/?careerid=1s39e4hqb6eo8,1s39e4hqb6eo8,QB,Campolindo,CA,3716,3716,247.7,238,392,0.607,28,4,112,15,2016,rushing
55,Jacob,Conover,Jacob Conover,/az/chandler/chandler-wolves/athletes/jacob-conover/football/stats/?careerid=vegbnrr8m3gh1,vegbnrr8m3gh1,QB,Chandler,AZ,3715,3715,247.7,215,308,0.698,32,5,138,15,2016,rushing
56,Kaden,Cordell,Kaden Cordell,/tx/sonora/sonora-broncos/athletes/kaden-cordell/football/stats/?careerid=9gqvgmorvd5m6,9gqvgmorvd5m6,"QB, FS",Sonora,TX,3714,3714,265.3,218,321,0.679,52,7,137,14,2016,rushing
57,Blane,Beck,Blane Beck,/in/milan/milan-indians/athletes/blane-beck/football/stats/?careerid=i1heuq72ia400,i1heuq72ia400,"QB, FS",Milan,IN,3699,3699,284.5,191,299,0.639,45,9,134,13,2016,rushing
58,Tristan,Miller,Tristan Miller,/ca/canyon-country/santa-clarita-christian-cardinals/athletes/tristan-miller/football/stats/?careerid=2it3pc93dtg00,2it3pc93dtg00,QB,Santa Clarita Christian,CA,3698,3698,308.2,244,408,0.598,31,21,94,12,2016,rushing
59,Devin,Leary,Devin Leary,/nj/erial/timber-creek-regional-chargers/athletes/devin-leary/football/stats/?careerid=ou9edp10eg577,ou9edp10eg577,"QB, FS",Timber Creek Regional,NJ,3688,3688,307.3,198,316,0.627,48,4,137,12,2016,rushing
60,Court,Walker,Court Walker,/tx/addison/trinity-christian-trojans/athletes/court-walker/football/stats/?careerid=fv9i9pmmiff66,fv9i9pmmiff66,QB,Trinity Christian,TX,3683,3683,409.2,248,382,0.649,42,13,119,9,2016,rushing
61,Brent,Schaeffer,Brent Schaeffer,/ca/folsom/vista-del-lago-eagles/athletes/brent-schaeffer/football/stats/?careerid=ll838f5hi6ucc,ll838f5hi6ucc,QB,Vista del Lago,CA,3681,3681,306.8,265,398,0.666,49,8,127,12,2016,rushing
62,Bryan,Ponder,Bryan Ponder,/tx/bells/bells-panthers/athletes/bryan-ponder/football/stats/?careerid=hfij8id3ptqee,hfij8id3ptqee,QB,Bells,TX,3659,3659,332.6,314,467,0.672,31,16,99,11,2016,rushing
63,Cordel,Littlejohn,Cordel Littlejohn,/nc/lincolnton/lincolnton-wolves/athletes/cordel-littlejohn/football/stats/?careerid=1ke8m4h5c3o44,1ke8m4h5c3o44,"QB, CB",Lincolnton,NC,3654,3654,243.6,208,338,0.615,50,7,129,15,2016,rushing
64,Christian,Anderson,Christian Anderson,/ny/bronx/cardinal-hayes-cardinals/athletes/christian-anderson/football/stats/?careerid=uc00ufoq3rmj3,uc00ufoq3rmj3,QB,Cardinal Hayes,NY,3653,3653,281.0,201,346,0.581,37,7,122,13,2016,rushing
65,Jack,Miller,Jack Miller,/az/phoenix/scottsdale-christian-academy-eagles/athletes/jack-miller/football/stats/?careerid=2ah02mrdaoo77,2ah02mrdaoo77,QB,Scottsdale Christian Academy,AZ,3653,3653,281.0,198,338,0.586,53,15,117,13,2016,rushing
66,Nathaniel,Holcomb,Nathaniel Holcomb,/wa/puyallup/puyallup-vikings/athletes/nathaniel-holcomb/football/stats/?careerid=qts41g5i9f2ff,qts41g5i9f2ff,QB,Puyallup,WA,3649,3649,364.9,247,434,0.569,42,9,108,10,2016,rushing
67,Armando,Deniz,Armando Deniz,/ca/thermal/coachella-valley-mighty-arabs/athletes/armando-deniz/football/stats/?careerid=6mng5kpvdaorb,6mng5kpvdaorb,QB,Coachella Valley,CA,3633,3633,330.3,246,418,0.589,29,6,104,11,2016,rushing
68,Brady,Pope,Brady Pope,/nc/statesville/south-iredell-vikings/athletes/brady-pope/football/stats/?careerid=p3063m03hg0o8,p3063m03hg0o8,QB,South Iredell,NC,3624,3624,278.8,246,366,0.672,40,10,124,13,2016,rushing
69,Justin,Gomez,Justin Gomez,/tx/beeville/jones-trojans/athletes/justin-gomez/football/stats/?careerid=hk6jtmfs4b088,hk6jtmfs4b088,QB,Jones,TX,3619,3619,329.0,204,333,0.613,44,13,122,11,2016,rushing
70,Cade,Henjum,Cade Henjum,/ca/san-juan-capistrano/saddleback-valley-christian-warriors/athletes/cade-henjum/football/stats/?careerid=bd2bgc7k4g5h1,bd2bgc7k4g5h1,QB,Saddleback Valley Christian,CA,3613,3613,328.5,246,421,0.584,41,14,105,11,2016,rushing
71,Amryn,Jeffrey,Amryn Jeffrey,/tx/richmond/fort-bend-travis-tigers/athletes/amryn-jeffrey/football/stats/?careerid=dr3hdhjqomodd,dr3hdhjqomodd,QB,Fort Bend Travis,TX,3608,3608,328.0,273,391,0.698,33,10,116,11,2016,rushing
72,Malik,Sarratt,Malik Sarratt,/nc/shelby/shelby-golden-lions/athletes/malik-sarratt/football/stats/?careerid=ln44a9ct0bosc,ln44a9ct0bosc,QB,Shelby,NC,3605,3605,225.3,221,349,0.633,44,8,128,16,2016,rushing
73,Griffin,O'connor,Griffin O'connor,/ca/huntington-beach/edison-chargers/athletes/griffin-oconnor/football/stats/?careerid=9l74cqda1ovcc,9l74cqda1ovcc,QB,Edison,CA,3600,3600,240.0,207,353,0.586,37,6,121,15,2016,rushing
74,Will,Dana,Will Dana,/ut/sandy/alta-hawks/athletes/will-dana/football/stats/?careerid=ai9ed1bo8r2aa,ai9ed1bo8r2aa,QB,Alta,UT,3595,3595,276.5,230,334,0.689,42,6,136,13,2016,rushing
75,Rj,Jacobs,Rj Jacobs,/oh/sugarcreek/garaway-pirates/athletes/rj-jacobs/football/stats/?careerid=2rus0s9e54188,2rus0s9e54188,"QB, FS",Garaway,OH,3592,3592,299.3,217,297,0.731,42,9,140,12,2016,rushing
76,Damien,Ferguson,Damien Ferguson,/nc/asheville/erwin-warriors/athletes/damien-ferguson/football/stats/?careerid=81umi05a2mbue,81umi05a2mbue,"QB, DB",Erwin,NC,3589,3589,299.1,289,479,0.603,37,14,97,12,2016,rushing
77,Quincy,Glasper,Quincy Glasper,/ca/stockton/brookside-christian-knights/athletes/quincy-glasper/football/stats/?careerid=4euterg4imnm6,4euterg4imnm6,QB,Brookside Christian,CA,3587,3587,256.2,217,396,0.548,45,23,99,14,2016,rushing
78,Julius,Caulder,Julius Caulder,/nc/fairmont/fairmont-golden-tornadoes/athletes/julius-caulder/football/stats/?careerid=uqig545stun99,uqig545stun99,"QB, SS",Fairmont,NC,3586,3586,275.8,208,331,0.628,35,10,122,13,2016,rushing
79,Jacure',Jackson,Jacure' Jackson,/al/adamsville/minor-tigers/athletes/jacure-jackson/football/stats/?careerid=kgtqv8c6ldtsc,kgtqv8c6ldtsc,QB,Minor,AL,3580,3580,275.4,183,298,0.614,40,16,121,13,2016,rushing
80,Dylan,Fagerland,Dylan Fagerland,/wi/watertown/watertown-goslings/athletes/dylan-fagerland/football/stats/?careerid=cb1qupu6lv500,cb1qupu6lv500,QB,Watertown,WI,3579,3579,325.4,242,437,0.554,35,20,90,11,2016,rushing
81,Cade,Mcnamara,Cade Mcnamara,/nv/reno/damonte-ranch-mustangs/athletes/cade-mcnamara/football/stats/?careerid=gibvi2rjj5655,gibvi2rjj5655,QB,Damonte Ranch,NV,3577,3577,255.5,218,374,0.583,46,11,118,14,2016,rushing
82,Brandon,Hines,Brandon Hines,/tn/thompsons-station/independence-eagles/athletes/brandon-hines/football/stats/?careerid=s0nvitbv0qpsc,s0nvitbv0qpsc,QB,Independence,TN,3574,3574,238.3,216,379,0.57,40,18,104,15,2016,rushing
83,Daveon,Boyd,Daveon Boyd,/tx/humble/atascocita-eagles/athletes/daveon-boyd/football/stats/?careerid=kbsandfc4d733,kbsandfc4d733,QB,Atascocita,TX,3569,3569,274.5,231,378,0.611,33,10,110,13,2016,rushing
84,Max,Hughes,Max Hughes,/ga/douglas/coffee-trojans/athletes/max-hughes/football/stats/?careerid=qons93dg37rg0,qons93dg37rg0,QB,Coffee,GA,3568,3568,274.5,263,410,0.641,22,11,99,13,2016,rushing
85,Jacob,Keeney,Jacob Keeney,/va/alexandria/hayfield-hawks/athletes/jacob-keeney/football/stats/?careerid=iqrvg092kk266,iqrvg092kk266,QB,Hayfield,VA,3565,3565,297.1,254,405,0.627,34,10,109,12,2016,rushing
86,Gage,Chambers,Gage Chambers,/ok/blackwell/blackwell-maroons/athletes/gage-chambers/football/stats/?careerid=2o23fkccmrubb,2o23fkccmrubb,"QB, ILB",Blackwell,OK,3539,3539,353.9,243,347,0.7,24,9,115,10,2016,rushing
87,Davis,Brin,Davis Brin,/tx/boerne/boerne-champion-chargers/athletes/davis-brin/football/stats/?careerid=tq43gnbpa9pn7,tq43gnbpa9pn7,QB,Boerne-Champion,TX,3532,3532,271.7,234,397,0.589,30,13,100,13,2016,rushing
88,Nazareth,Greer,Nazareth Greer,/az/tempe/marcos-de-niza-padres/athletes/nazareth-greer/football/stats/?careerid=ib4qmmrp52q11,ib4qmmrp52q11,"QB, SS",Marcos de Niza,AZ,3530,3530,294.2,221,367,0.602,24,9,104,12,2016,rushing
89,Jacob,Frazier,Jacob Frazier,/tx/magnolia/magnolia-bulldogs/athletes/jacob-frazier/football/stats/?careerid=d96dnocn6q266,d96dnocn6q266,QB,Magnolia,TX,3525,3525,293.8,218,335,0.651,43,6,132,12,2016,rushing
90,Tanner,Mckee,Tanner Mckee,/ca/corona/centennial-huskies/athletes/tanner-mckee/football/stats/?careerid=m148vl74irscc,m148vl74irscc,QB,Centennial,CA,3522,3522,270.9,203,280,0.725,36,8,142,13,2016,rushing
91,Julian,Conner,Julian Conner,/ms/hattiesburg/hattiesburg-tigers/athletes/julian-conner/football/stats/?careerid=kn3a9k5hd1f33,kn3a9k5hd1f33,QB,Hattiesburg,MS,3515,3515,251.1,195,328,0.595,41,7,127,14,2016,rushing
92,Crew,Wakley,Crew Wakley,/ut/sandy/jordan-beetdiggers/athletes/crew-wakley/football/stats/?careerid=8htjf8q36v3ee,8htjf8q36v3ee,QB,Jordan,UT,3507,3507,318.8,180,292,0.616,38,7,133,11,2016,rushing
93,Connor,Reece,Connor Reece,/ar/springdale/shiloh-christian-saints/athletes/connor-reece/football/stats/?careerid=2jvnu3gjsv444,2jvnu3gjsv444,QB,Shiloh Christian,AR,3506,3506,250.4,201,324,0.62,37,6,129,14,2016,rushing
94,Kirk,Rygol,Kirk Rygol,/sc/fort-mill/nation-ford-falcons/athletes/kirk-rygol/football/stats/?careerid=fjflklot4m8bb,fjflklot4m8bb,QB,Nation Ford,SC,3497,3497,317.9,268,376,0.713,36,7,124,11,2016,rushing
95,Alex,Ramart,Alex Ramart,/tx/richmond/foster-falcons/athletes/alex-ramart/football/stats/?careerid=l92tcp25fjatd,l92tcp25fjatd,QB,Foster,TX,3496,3496,249.7,221,315,0.702,47,7,137,14,2016,rushing
96,Ej,Stewart,Ej Stewart,/ca/moreno-valley/rancho-verde-mustangs/athletes/ej-stewart/football/stats/?careerid=5qolrtdpof3sc,5qolrtdpof3sc,QB,Rancho Verde,CA,3495,3495,268.8,225,362,0.622,38,7,121,13,2016,rushing
97,Darius,Harper,Darius Harper,/tn/knoxville/austin-east-roadrunners/athletes/darius-harper/football/stats/?careerid=tnpm1nhk6t7cc,tnpm1nhk6t7cc,QB,Austin-East,TN,3479,3479,248.5,170,286,0.594,42,8,130,14,2016,rushing
98,Ethan,Hartman,Ethan Hartman,/tx/glen-rose/glen-rose-tigers/athletes/ethan-hartman/football/stats/?careerid=d4s3u2ksbc2n7,d4s3u2ksbc2n7,,Glen Rose,TX,3472,3472,267.1,206,342,0.602,37,12,116,13,2016,rushing
99,Colin,Ellis,Colin Ellis,/nc/west-jefferson/ashe-county-huskies/athletes/colin-ellis/football/stats/?careerid=kkbr4370ih7j3,kkbr4370ih7j3,"QB, WR",Ashe County,NC,3464,3464,314.9,206,370,0.557,33,19,96,11,2016,rushing
100,Colton,Daniels,Colton Daniels,/or/salem/salem-academy-crusaders/athletes/colton-daniels/football/stats/?careerid=65jd95tnht2qa,65jd95tnht2qa,"QB, CB",Salem Academy,OR,3461,3461,266.2,224,366,0.612,47,9,122,13,2016,rushing
101,Kason,Martin,Kason Martin,/tx/manvel/manvel-mavericks/athletes/kason-martin/football/stats/?careerid=qlvfnngtov6m6,qlvfnngtov6m6,QB,Manvel,TX,3443,3443,245.9,224,359,0.624,46,13,119,14,2016,rushing
102,Andrew,Fernandez,Andrew Fernandez,/tx/el-paso/montwood-rams/athletes/andrew-fernandez/football/stats/?careerid=se2r0pmg99gff,se2r0pmg99gff,QB,Montwood,TX,3437,3437,312.5,194,331,0.586,29,13,107,11,2016,rushing
103,Richard,Latimer,Richard Latimer,/nc/charlotte/west-mecklenburg-hawks/athletes/richard-latimer/football/stats/?careerid=u5rhgjs8od3cc,u5rhgjs8od3cc,QB,West Mecklenburg,NC,3425,3425,285.4,194,333,0.583,41,13,117,12,2016,rushing
104,Braden,Larsen,Braden Larsen,/mt/whitehall/whitehall-harrison-trojans/athletes/braden-larsen/football/stats/?careerid=ik3un3eirdo33,ik3un3eirdo33,"QB, WR",Whitehall/Harrison,MT,3423,3423,285.2,230,377,0.61,37,12,110,12,2016,rushing
105,Mikey,Kidwell,Mikey Kidwell,/in/west-lafayette/west-lafayette-red-devils/athletes/mikey-kidwell/football/stats/?careerid=htr6g0k3j0ph1,htr6g0k3j0ph1,"QB, P",West Lafayette,IN,3418,3418,262.9,244,392,0.622,39,11,112,13,2016,rushing
106,Shawn,Robinson,Shawn Robinson,/tx/desoto/desoto-eagles/athletes/shawn-robinson/football/stats/?careerid=gl0pkafl6m400,gl0pkafl6m400,QB,DeSoto,TX,3413,3413,227.5,195,333,0.586,28,9,110,15,2016,rushing
