Player,Player_ID,Player_Link,team_name_abbr,conf_abbr,games,rush_att,rush_yds,rush_yds_per_att,rush_td,rush_yds_per_g,rec,rec_yds,rec_yds_per_rec,rec_td,rec_yds_per_g,scrim_att,yds_from_scrimmage,scrim_yds_per_att,scrim_td,awards,Year
Boom Williams,boom-williams-1,/cfb/players/boom-williams-1.html,Kentucky,SEC,13,171,1170,6.8,7,90.0,8,56,7.0,1,4.3,179,1226,6.8,8,,2016
Matt Dayes,matt-dayes-1,/cfb/players/matt-dayes-1.html,North Carolina State,ACC,13,249,1166,4.7,10,89.7,32,267,8.3,0,20.5,281,1433,5.1,10,,2016
Rodney Smith,rodney-smith-5,/cfb/players/rodney-smith-5.html,Minnesota,Big Ten,13,240,1158,4.8,16,89.1,23,188,8.2,0,14.5,263,1346,5.1,16,,2016
Justice Hill,justice-hill-1,/cfb/players/justice-hill-1.html,Oklahoma State,Big 12,13,206,1142,5.5,6,87.8,5,46,9.2,0,3.5,211,1188,5.6,6,,2016
Wayne Gallman,wayne-gallman-1,/cfb/players/wayne-gallman-1.html,Clemson,ACC,15,232,1133,4.9,17,75.5,20,152,7.6,0,10.1,252,1285,5.1,17,,2016
Nick Chubb,nick-chubb-1,/cfb/players/nick-chubb-1.html,Georgia,SEC,13,224,1130,5.0,8,86.9,5,86,17.2,1,6.6,229,1216,5.3,9,,2016
Elijah McGuire,elijah-mcguire-1,/cfb/players/elijah-mcguire-1.html,Louisiana,Sun Belt,13,232,1127,4.9,7,86.7,29,238,8.2,2,18.3,261,1365,5.2,9,,2016
Devine Redding,devine-redding-1,/cfb/players/devine-redding-1.html,Indiana,Big Ten,13,253,1122,4.4,7,86.3,27,146,5.4,2,11.2,280,1268,4.5,9,,2016
Mark Walton,mark-walton-1,/cfb/players/mark-walton-1.html,Miami (FL),ACC,13,209,1117,5.3,14,85.9,27,240,8.9,1,18.5,236,1357,5.8,15,,2016
Tyrone Owens,tyrone-owens-1,/cfb/players/tyrone-owens-1.html,New Mexico,MWC,12,137,1097,8.0,7,91.4,7,54,7.7,0,4.5,144,1151,8.0,7,,2016
Mike Weber,mike-weber-1,/cfb/players/mike-weber-1.html,Ohio State,Big Ten,13,182,1096,6.0,9,84.3,23,91,4.0,0,7.0,205,1187,5.8,9,,2016
James Conner,james-conner-1,/cfb/players/james-conner-1.html,Pitt,ACC,13,216,1092,5.1,16,84.0,21,302,14.4,4,23.2,237,1394,5.9,20,,2016
Benjamin Snell Jr.,benjamin-snell-jr-1,/cfb/players/benjamin-snell-jr-1.html,Kentucky,SEC,13,186,1091,5.9,13,83.9,2,39,19.5,0,3.0,188,1130,6.0,13,,2016
Ronald Jones,ronald-jones-4,/cfb/players/ronald-jones-4.html,USC,Pac-12,13,177,1082,6.1,12,83.2,11,76,6.9,1,5.8,188,1158,6.2,13,,2016
Akrum Wadley,akrum-wadley-1,/cfb/players/akrum-wadley-1.html,Iowa,Big Ten,13,168,1081,6.4,10,83.2,36,315,8.8,3,24.2,204,1396,6.8,13,,2016
Jarred Craft,jarred-craft-1,/cfb/players/jarred-craft-1.html,Louisiana Tech,CUSA,14,191,1074,5.6,9,76.7,42,340,8.1,4,24.3,233,1414,6.1,13,,2016
Damarea Crockett,damarea-crockett-1,/cfb/players/damarea-crockett-1.html,Missouri,SEC,11,153,1062,6.9,10,96.5,5,14,2.8,0,1.3,158,1076,6.8,10,,2016
Samaje Perine,samaje-perine-1,/cfb/players/samaje-perine-1.html,Oklahoma,Big 12,10,196,1060,5.4,12,106.0,10,106,10.6,1,10.6,206,1166,5.7,13,,2016
Leshun Daniels Jr.,leshun-daniels-jr-1,/cfb/players/leshun-daniels-jr-1.html,Iowa,Big Ten,13,213,1058,5.0,10,81.4,8,67,8.4,0,5.2,221,1125,5.1,10,,2016
Trayveon Williams,trayveon-williams-1,/cfb/players/trayveon-williams-1.html,Texas A&M,SEC,13,156,1057,6.8,8,81.3,19,91,4.8,0,7.0,175,1148,6.6,8,,2016
Terence Williams,terence-williams-2,/cfb/players/terence-williams-2.html,Baylor,Big 12,12,185,1048,5.7,11,87.3,2,22,11.0,0,1.8,187,1070,5.7,11,,2016
Kyle Hicks,kyle-hicks-1,/cfb/players/kyle-hicks-1.html,Texas Christian,Big 12,13,203,1042,5.1,12,80.2,47,417,8.9,2,32.1,250,1459,5.8,14,,2016
Jordan Johnson,jordan-johnson-4,/cfb/players/jordan-johnson-4.html,Buffalo,MAC,12,200,1040,5.2,6,86.7,9,101,11.2,1,8.4,209,1141,5.5,7,,2016
Braeden West,braeden-west-1,/cfb/players/braeden-west-1.html,SMU,American,12,202,1036,5.1,6,86.3,15,92,6.1,0,7.7,217,1128,5.2,6,,2016
Fred Coppet,fred-coppet-1,/cfb/players/fred-coppet-1.html,Bowling Green,MAC,12,204,1030,5.0,8,85.8,15,79,5.3,0,6.6,219,1109,5.1,8,,2016
Devin Singletary,devin-singletary-1,/cfb/players/devin-singletary-1.html,Florida Atlantic,CUSA,12,152,1021,6.7,12,85.1,26,163,6.3,0,13.6,178,1184,6.7,12,,2016
Rashaad Penny,rashaad-penny-1,/cfb/players/rashaad-penny-1.html,San Diego State,MWC,14,136,1018,7.5,11,72.7,15,224,14.9,3,16.0,151,1242,8.2,14,,2016
Marcus Cox,marcus-cox-2,/cfb/players/marcus-cox-2.html,Appalachian State,Sun Belt,9,158,1015,6.4,9,112.8,14,112,8.0,1,12.4,172,1127,6.6,10,,2016
Jesse Ertz,jesse-ertz-1,/cfb/players/jesse-ertz-1.html,Kansas State,Big 12,13,183,1012,5.5,12,77.8,0,0,,0,0.0,183,1012,5.5,12,,2016
Diocemy Saint Juste,diocemy-saint-juste-1,/cfb/players/diocemy-saint-juste-1.html,Hawaii,MWC,12,165,1006,6.1,3,83.8,8,56,7.0,1,4.7,173,1062,6.1,4,,2016
Ty Johnson,ty-johnson-1,/cfb/players/ty-johnson-1.html,Maryland,Big Ten,13,110,1004,9.1,6,77.2,16,206,12.9,1,15.8,126,1210,9.6,7,,2016
LJ Scott,lj-scott-2,/cfb/players/lj-scott-2.html,Michigan State,Big Ten,12,184,994,5.4,6,82.8,10,147,14.7,1,12.3,194,1141,5.9,7,,2016
Andy Davidson,andy-davidson-1,/cfb/players/andy-davidson-1.html,Army,Ind,13,190,961,5.1,12,73.9,0,0,,0,0.0,190,961,5.1,12,,2016
Jalen Hurts,jalen-hurts-1,/cfb/players/jalen-hurts-1.html,Alabama,SEC,15,191,954,5.0,13,63.6,0,0,,0,0.0,191,954,5.0,13,,2016
Jahad Thomas,jahad-thomas-1,/cfb/players/jahad-thomas-1.html,Temple,American,12,207,953,4.6,13,79.4,33,418,12.7,6,34.8,240,1371,5.7,19,,2016
Ryan Nall,ryan-nail-1,/cfb/players/ryan-nail-1.html,Oregon State,Pac-12,10,147,951,6.5,13,95.1,22,214,9.7,2,21.4,169,1165,6.9,15,,2016
Royce Freeman,royce-freeman-1,/cfb/players/royce-freeman-1.html,Oregon,Pac-12,11,168,945,5.6,9,85.9,23,144,6.3,1,13.1,191,1089,5.7,10,,2016
Brandon Dawkins,brandon-dawkins-2,/cfb/players/brandon-dawkins-2.html,Arizona,Pac-12,10,131,944,7.2,10,94.4,0,0,,0,0.0,131,944,7.2,10,,2016
Taquan Mizzell,taquan-mizzell-1,/cfb/players/taquan-mizzell-1.html,Virginia,ACC,12,187,940,5.0,5,78.3,52,404,7.8,2,33.7,239,1344,5.6,7,,2016
Jeffery Wilson,jeffery-wilson-2,/cfb/players/jeffery-wilson-2.html,North Texas,CUSA,11,169,936,5.5,14,85.1,29,247,8.5,1,22.5,198,1183,6.0,15,,2016
Josh Adams,josh-adams-2,/cfb/players/josh-adams-2.html,Notre Dame,Ind,12,158,933,5.9,5,77.8,21,193,9.2,1,16.1,179,1126,6.3,6,,2016
Alex Gardner,alex-gardner-2,/cfb/players/alex-gardner-2.html,Florida International,CUSA,12,181,930,5.1,6,77.5,30,191,6.4,0,15.9,211,1121,5.3,6,,2016
Jamauri Bogan,jamauri-bogan-1,/cfb/players/jamauri-bogan-1.html,Western Michigan,MAC,11,179,923,5.2,8,83.9,5,58,11.6,0,5.3,184,981,5.3,8,,2016
Nick Holley,nick-holley-1,/cfb/players/nick-holley-1.html,Kent State,MAC,11,195,920,4.7,10,83.6,13,135,10.4,2,12.3,208,1055,5.1,12,,2016
Dalyn Dawkins,dalyn-dawkins-1,/cfb/players/dalyn-dawkins-1.html,Colorado State,MWC,12,161,919,5.7,4,76.6,20,162,8.1,1,13.5,181,1081,6.0,5,,2016
Ryquell Armstead,ryquell-armstead-1,/cfb/players/ryquell-armstead-1.html,Temple,American,13,156,919,5.9,14,70.7,5,41,8.2,0,3.2,161,960,6.0,14,,2016
Kalif Phillips,kalif-phillips-1,/cfb/players/kalif-phillips-1.html,Charlotte,CUSA,11,189,907,4.8,4,82.5,20,242,12.1,1,22.0,209,1149,5.5,5,,2016
Brandon Radcliff,brandon-radcliff-1,/cfb/players/brandon-radcliff-1.html,Louisville,ACC,13,138,903,6.5,6,69.5,9,86,9.6,1,6.6,147,989,6.7,7,,2016
Jarveon Williams,jarveon-williams-1,/cfb/players/jarveon-williams-1.html,UTSA,CUSA,13,207,900,4.3,8,69.2,19,221,11.6,0,17.0,226,1121,5.0,8,,2016
Marquis Young,marquis-young-1,/cfb/players/marquis-young-1.html,Massachusetts,Ind,12,198,898,4.5,4,74.8,26,147,5.7,0,12.3,224,1045,4.7,4,,2016
Kerryon Johnson,kerryon-johnson-1,/cfb/players/kerryon-johnson-1.html,Auburn,SEC,12,182,895,4.9,11,74.6,17,125,7.4,0,10.4,199,1020,5.1,11,,2016
Jordan Scarlett,jordan-scarlett-1,/cfb/players/jordan-scarlett-1.html,Florida,SEC,13,179,889,5.0,6,68.4,4,23,5.8,0,1.8,183,912,5.0,6,,2016
Joel Bouagnon,joel-bouagnon-1,/cfb/players/joel-bouagnon-1.html,Northern Illinois,MAC,12,182,885,4.9,8,73.8,17,157,9.2,1,13.1,199,1042,5.2,9,,2016
Terrell Newby,terrell-newby-1,/cfb/players/terrell-newby-1.html,Nebraska,Big Ten,13,190,879,4.6,7,67.6,18,149,8.3,1,11.5,208,1028,4.9,8,,2016
Warren Wand,warren-wand-1,/cfb/players/warren-wand-1.html,Arkansas State,Sun Belt,13,200,879,4.4,7,67.6,24,279,11.6,3,21.5,224,1158,5.2,10,,2016
James Summers,james-summers-1,/cfb/players/james-summers-1.html,East Carolina,American,12,162,869,5.4,7,72.4,19,109,5.7,1,9.1,181,978,5.4,8,,2016
Larry Rose III,larry-rose-iii-1,/cfb/players/larry-rose-iii-1.html,New Mexico State,Sun Belt,9,159,865,5.4,4,96.1,25,180,7.2,0,20.0,184,1045,5.7,4,,2016
Jacobi Owens,jacobi-owens-1,/cfb/players/jacobi-owens-1.html,Air Force,MWC,13,142,859,6.0,5,66.1,3,60,20.0,1,4.6,145,919,6.3,6,,2016
Elijah Hood,elijah-hood-1,/cfb/players/elijah-hood-1.html,North Carolina,ACC,11,145,858,5.9,8,78.0,25,142,5.7,0,12.9,170,1000,5.9,8,,2016
Lavon Coleman,lavon-coleman-1,/cfb/players/lavon-coleman-1.html,Washington,Pac-12,14,114,852,7.5,7,60.9,5,31,6.2,0,2.2,119,883,7.4,7,,2016
De'Veon Smith,deveon-smith-1,/cfb/players/deveon-smith-1.html,Michigan,Big Ten,13,181,846,4.7,10,65.1,16,66,4.1,0,5.1,197,912,4.6,10,,2016
Jerod Evans,jerod-evans-1,/cfb/players/jerod-evans-1.html,Virginia Tech,ACC,14,204,846,4.1,12,60.4,0,0,,0,0.0,204,846,4.1,12,,2016
J.T. Barrett,jt-barrett-1,/cfb/players/jt-barrett-1.html,Ohio State,Big Ten,13,205,845,4.1,9,65.0,0,0,,0,0.0,205,845,4.1,9,,2016
Leonard Fournette,leonard-fournette-1,/cfb/players/leonard-fournette-1.html,LSU,SEC,7,129,843,6.5,8,120.4,15,146,9.7,0,20.9,144,989,6.9,8,,2016
Sony Michel,sony-michel-1,/cfb/players/sony-michel-1.html,Georgia,SEC,12,152,840,5.5,4,70.0,22,149,6.8,1,12.4,174,989,5.7,5,,2016
Joshua Dobbs,joshua-dobbs-1,/cfb/players/joshua-dobbs-1.html,Tennessee,SEC,13,150,831,5.5,12,63.9,1,4,4.0,1,0.3,151,835,5.5,13,,2016
Xavier Johnson,xavier-johnson-1,/cfb/players/xavier-johnson-1.html,South Alabama,Sun Belt,12,151,831,5.5,10,69.3,13,86,6.6,0,7.2,164,917,5.6,10,,2016
Greg Howell,greg-howell-1,/cfb/players/greg-howell-1.html,Florida Atlantic,CUSA,12,167,828,5.0,13,69.0,5,42,8.4,0,3.5,172,870,5.1,13,,2016
Jalen Rhodes,jalen-rhodes-1,/cfb/players/jalen-rhodes-1.html,UTSA,CUSA,12,155,827,5.3,9,68.9,17,160,9.4,1,13.3,172,987,5.7,10,,2016
Khalfani Muhammad,khalfani-muhammad-1,/cfb/players/khalfani-muhammad-1.html,California,Pac-12,11,152,827,5.4,2,75.2,17,132,7.8,0,12.0,169,959,5.7,2,,2016
Ahmad Bradshaw,ahmad-bradshaw-2,/cfb/players/ahmad-bradshaw-2.html,Army,Ind,12,185,826,4.5,8,68.8,1,12,12.0,0,1.0,186,838,4.5,8,,2016
Akeem Judd,akeem-judd-1,/cfb/players/akeem-judd-1.html,Ole Miss,SEC,12,164,826,5.0,6,68.8,15,106,7.1,1,8.8,179,932,5.2,7,,2016
Dorian Brown,dorian-brown-1,/cfb/players/dorian-brown-1.html,Ohio,MAC,13,158,825,5.2,4,63.5,6,21,3.5,0,1.6,164,846,5.2,4,,2016
Bo Scarbrough,bo-scarbrough-1,/cfb/players/bo-scarbrough-1.html,Alabama,SEC,13,125,812,6.5,11,62.5,4,22,5.5,0,1.7,129,834,6.5,11,,2016
Doroland Dorceus,doroland-dorceus-1,/cfb/players/doroland-dorceus-1.html,Memphis,American,13,132,810,6.1,9,62.3,10,77,7.7,1,5.9,142,887,6.2,10,,2016
Damien Harris,damien-harris-1,/cfb/players/damien-harris-1.html,Alabama,SEC,15,120,790,6.6,1,52.7,14,99,7.1,2,6.6,134,889,6.6,3,,2016
Bryce Love,bryce-love-1,/cfb/players/bryce-love-1.html,Stanford,Pac-12,12,111,783,7.1,3,65.3,8,83,10.4,1,6.9,119,866,7.3,4,,2016
Curtis Samuel,curtis-samuel-1,/cfb/players/curtis-samuel-1.html,Ohio State,Big Ten,13,97,771,7.9,8,59.3,74,865,11.7,7,66.5,171,1636,9.6,15,,2016
Dedrick Mills,dedrick-mills-1,/cfb/players/dedrick-mills-1.html,Georgia Tech,ACC,9,152,771,5.1,12,85.7,2,13,6.5,1,1.4,154,784,5.1,13,,2016
Ian Eriksen,ian-eriksen-1,/cfb/players/ian-eriksen-1.html,Eastern Michigan,MAC,11,184,771,4.2,9,70.1,21,243,11.6,0,22.1,205,1014,4.9,9,,2016
Tony Brooks-James,tony-brooks-james-1,/cfb/players/tony-brooks-james-1.html,Oregon,Pac-12,12,101,771,7.6,9,64.3,17,155,9.1,1,12.9,118,926,7.8,10,,2016
Rico Dowdle,rico-dowdle-1,/cfb/players/rico-dowdle-1.html,South Carolina,SEC,9,133,764,5.7,6,84.9,15,55,3.7,1,6.1,148,819,5.5,7,,2016
Charles Williams,charles-williams-8,/cfb/players/charles-williams-8.html,Nevada-Las Vegas,MWC,12,141,763,5.4,3,63.6,4,8,2.0,0,0.7,145,771,5.3,3,,2016
Tonny Lindsey,tonny-lindsey-1,/cfb/players/tonny-lindsey-1.html,Utah State,MWC,12,148,763,5.2,6,63.6,17,123,7.2,0,10.3,165,886,5.4,6,,2016
Dontrell Hilliard,dontrell-hilliard-1,/cfb/players/dontrell-hilliard-1.html,Tulane,American,11,135,759,5.6,9,69.0,9,114,12.7,0,10.4,144,873,6.1,9,,2016
Devon Spalding,devon-spalding-1,/cfb/players/devon-spalding-1.html,Central Michigan,MAC,11,138,758,5.5,6,68.9,31,204,6.6,1,18.5,169,962,5.7,7,,2016
Josh Rounds,josh-rounds-1,/cfb/players/josh-rounds-1.html,Tulane,American,12,125,758,6.1,7,63.2,6,84,14.0,0,7.0,131,842,6.4,7,,2016
Shock Linwood,shock-linwood-1,/cfb/players/shock-linwood-1.html,Baylor,Big 12,11,138,751,5.4,2,68.3,2,6,3.0,0,0.5,140,757,5.4,2,,2016
Ish Witter,ish-witter-1,/cfb/players/ish-witter-1.html,Missouri,SEC,12,162,750,4.6,6,62.5,7,50,7.1,0,4.2,169,800,4.7,6,,2016
Tion Green,tion-green-1,/cfb/players/tion-green-1.html,Cincinnati,American,12,159,743,4.7,2,61.9,29,167,5.8,0,13.9,188,910,4.8,2,,2016
Lamar Jordan,lamar-jordan-1,/cfb/players/lamar-jordan-1.html,New Mexico,MWC,12,114,739,6.5,3,61.6,0,0,,0,0.0,114,739,6.5,3,,2016
Ke'aun Kinner,keaun-kinner-1,/cfb/players/keaun-kinner-1.html,Kansas,Big 12,12,140,738,5.3,3,61.5,19,179,9.4,0,14.9,159,917,5.8,3,,2016
Izzy Matthews,izzy-matthews-1,/cfb/players/izzy-matthews-1.html,Colorado State,MWC,13,153,734,4.8,13,56.5,8,56,7.0,0,4.3,161,790,4.9,13,,2016
Jeremy Cox,jeremy-cox-1,/cfb/players/jeremy-cox-1.html,Old Dominion,CUSA,12,129,732,5.7,13,61.0,11,118,10.7,1,9.8,140,850,6.1,14,,2016
Isaiah Saunders,isaiah-saunders-1,/cfb/players/isaiah-saunders-1.html,Idaho,Sun Belt,13,159,731,4.6,9,56.2,15,148,9.9,0,11.4,174,879,5.1,9,,2016
Aeris Williams,aeris-williams-1,/cfb/players/aeris-williams-1.html,Mississippi State,SEC,13,137,720,5.3,4,55.4,7,45,6.4,0,3.5,144,765,5.3,4,,2016
Kendrick Foster,kendrick-foster-1,/cfb/players/kendrick-foster-1.html,Illinois,Big Ten,12,126,720,5.7,7,60.0,9,54,6.0,2,4.5,135,774,5.7,9,,2016
Arkeel Newsome,arkeel-newsome-1,/cfb/players/arkeel-newsome-1.html,Connecticut,American,12,147,715,4.9,5,59.6,25,273,10.9,2,22.8,172,988,5.7,7,,2016
Alonzo Smith,alonzo-smith-2,/cfb/players/alonzo-smith-2.html,Miami (OH),MAC,13,163,709,4.3,3,54.5,8,89,11.1,2,6.8,171,798,4.7,5,,2016
Tre Watson,tre-watson-2,/cfb/players/tre-watson-2.html,California,Pac-12,12,143,709,5.0,4,59.1,21,241,11.5,4,20.1,164,950,5.8,8,,2016
Timothy McVey,timothy-mcvey-1,/cfb/players/timothy-mcvey-1.html,Air Force,MWC,13,83,708,8.5,10,54.5,8,193,24.1,2,14.8,91,901,9.9,12,,2016
Jordan Huff,jordan-huff-1,/cfb/players/jordan-huff-1.html,Northern Illinois,MAC,12,111,703,6.3,5,58.6,10,70,7.0,0,5.8,121,773,6.4,5,,2016
Dontel James,dontel-james-1,/cfb/players/dontel-james-1.html,Fresno State,MWC,11,208,697,3.4,5,63.4,3,9,3.0,0,0.8,211,706,3.3,5,,2016
Kevin Ellison,kevin-ellison-3,/cfb/players/kevin-ellison-3.html,Georgia Southern,Sun Belt,11,139,678,4.9,7,61.6,1,9,9.0,0,0.8,140,687,4.9,7,,2016
Arion Worthman,arion-worthman-1,/cfb/players/arion-worthman-1.html,Air Force,MWC,8,130,674,5.2,6,84.3,0,0,,0,0.0,130,674,5.2,6,,2016
Aaron Duckworth,aaron-duckworth-1,/cfb/players/aaron-duckworth-1.html,Idaho,Sun Belt,13,144,672,4.7,5,51.7,7,60,8.6,1,4.6,151,732,4.8,6,,2016
Travon McMillian,travon-mcmillian-1,/cfb/players/travon-mcmillian-1.html,Virginia Tech,ACC,14,145,671,4.6,7,47.9,11,120,10.9,3,8.6,156,791,5.1,10,,2016
Keith Ford,keith-ford-1,/cfb/players/keith-ford-1.html,Texas A&M,SEC,13,126,669,5.3,6,51.5,5,81,16.2,0,6.2,131,750,5.7,6,,2016
Richard McQuarley,richard-mcquarley-1,/cfb/players/richard-mcquarley-1.html,New Mexico,MWC,13,143,656,4.6,18,50.5,5,94,18.8,0,7.2,148,750,5.1,18,,2016
Ke'Mon Freeman,kemon-freemon-1,/cfb/players/kemon-freemon-1.html,SMU,American,12,154,651,4.2,4,54.3,13,159,12.2,1,13.3,167,810,4.9,5,,2016
