id,team,name,firstName,lastName,weight,height,jersey,position,hometown,teamColor,teamColorSecondary,season
4038193,Air Force,Bryce VonZurmuehlen,Bryce,VonZurmuehlen,185.0,72.0,21.0,DB,Coppell,#004a7b,#ffffff,2016
4273152,Temple,Aaron Adu,Aaron,Adu,185.0,70.0,38.0,CB,Worcester,#A80532,#a7a9ac,2017
4250805,Northern Arizona,Aaron Andrews,Aaron,Andrews,245.0,74.0,90.0,DL,Andrews,#003976,#1b3069,2017
-1039258,UTEP,Aaron Apodaca,Aaron,Apodaca,190.0,70.0,47.0,LB,El Paso,#ff8200,#041e42,2017
4242390,Notre Dame,Aaron Banks,Aaron,Banks,325.0,77.0,69.0,OL,Alameda,#0c2340,#c99700,2017
4247374,The Citadel,Aaron Brawley,Aaron,Brawley,215.0,74.0,92.0,LB,Loganville,#002b5c,#f0f0f0,2017
-1035725,Texas Tech,Aaron Calcote,Aaron,Calcote,230.0,72.0,45.0,LB,Shreveport,#CC0000,#000000,2017
4373574,Arkansas State,Aaron Carter,Aaron,Carter,195.0,71.0,35.0,DB,Manila,#e81018,#000000,2017
550307,Oklahoma State,Aaron Cochran,Aaron,Cochran,350.0,80.0,78.0,OL,Atwater,#FF7300,#000000,2017
4251830,Central Connecticut,Aaron Dawson,Aaron,Dawson,220.0,71.0,21.0,RB,Ewa Beach,#1B49A2,#d1d5d8,2017
3121621,Western Illinois,Aaron Diggs,Aaron,Diggs,188.0,73.0,5.0,DB,Leander,#4e1e8a,#ffc90a,2017
4032703,Stephen F. Austin,Aaron Foy,Aaron,Foy,184.0,71.0,11.0,CB,Llano,#393996,#bec0c2,2017
-1032647,Southern Miss,Aaron Garrett,Aaron,Garrett,205.0,71.0,27.0,PK,Meridian,#FFAA3C,#ffc423,2017
3908982,Northern Iowa,Aaron Graham,Aaron,Graham,185.0,72.0,37.0,WR,Lubbock,#473282,#ffffff,2017
-1020978,Middle Tennessee,Aaron Griffith,Aaron,Griffith,289.0,72.0,97.0,DT,Union City,#006db6,#ffffff,2017
4243980,Gardner-Webb,Aaron Griffith,Aaron,Griffith,289.0,72.0,97.0,DT,Union City,#c12535,#909090,2017
4240412,Syracuse,Aaron Hackett,Aaron,Hackett,237.0,75.0,89.0,TE,Venice,#ff6500,#000e54,2017
4035228,Texas A&M,Aaron Hansford,Aaron,Hansford,245.0,75.0,33.0,LB,Washington,#500000,#ffffff,2017
4572362,Massachusetts,Aaron Kelly,Aaron,Kelly,190.0,74.0,40.0,S,Washington,#971B2F,#B1B3B3,2017
4570176,UNLV,Aaron Lewis,Aaron,Lewis,185.0,69.0,28.0,DB,Rancho Cucamonga,#b10202,#ffffff,2017
4360646,Colorado,Aaron Maddox,Aaron,Maddox,210.0,72.0,,DB,North Augusta,#CFB87C,#000000,2017
4045705,Charlotte,Aaron McAllister,Aaron,McAllister,216.0,70.0,5.0,RB,Live Oak,#046A38,#B9975B,2017
3910547,UC Davis,Aaron Moore,Aaron,Moore,185.0,72.0,82.0,WR,Lubbock,#002855,#c3c4c6,2017
4575120,Georgia,Aaron Olalude,Aaron,Olalude,207.0,74.0,38.0,DB,Ibadan,#ba0c2f,#000000,2017
4246912,Liberty,Aaron Pierre,Aaron,Pierre,225.0,72.0,32.0,LB,Tampa,#071740,#a61f21,2017
4044688,Alabama State,Aaron Pope,Aaron,Pope,180.0,72.0,27.0,S,Krum,#e9a900,#0a0a0a,2017
4038564,East Carolina,Aaron Ramseur,Aaron,Ramseur,223.0,73.0,51.0,LB,Shelby,#4b1869,#f0907b,2017
4051838,Villanova,Aaron Seigle,Aaron,Seigle,260.0,74.0,97.0,DL,Andrews,#00205b,#13b5ea,2017
4259502,South Carolina,Aaron Sterling,Aaron,Sterling,245.0,73.0,15.0,LB,Atlanta,#73000a,#ffffff,2017
4242349,Wisconsin,Aaron Vopal,Aaron,Vopal,312.0,78.0,69.0,OL,De Pere,#c4012f,#ffffff,2017
4247737,Howard,Aaron Walker,Aaron,Walker,195.0,71.0,41.0,DB,Leander,#003a63,#e51937,2017
4259662,Duke,Aaron Wright,Aaron,Wright,245.0,78.0,46.0,TE,Glen Allen,#013088,#ffffff,2017
-1010119,Florida Atlantic,Abdias Corgelas,Abdias,Corgelas,195.0,72.0,30.0,S,Fort Myers,#00447c,#d31245,2017
3938193,Delaware State,Abdul-Kamal Ajelero,Abdul-Kamal,Ajelero,255.0,72.0,59.0,DL,Andrews,#FF3630,#009cdd,2017
-1001853,Arizona State,Abe Thompson,Abe,Thompson,230.0,74.0,32.0,OLB,Yuma,#8e0c3a,#ffc72c,2017
4391714,Arizona,Abraham Maiava,Abraham,Maiava,,74.0,71.0,DL,Fagatogo,#0c234b,#ab0520,2017
4242884,Arizona State,Abraham Thompson,Abraham,Thompson,230.0,74.0,32.0,LB,Chicago,#8e0c3a,#ffc72c,2017
4266505,Alabama A&M,Abram Jones,Abram,Jones,225.0,71.0,56.0,LS,Loganville,#790000,#ffffff,2017
-1022348,Missouri,Adam Bax,Adam,Bax,245.0,77.0,85.0,TE,Jefferson City,#f1b82d,#000000,2017
4240736,Minnesota,Adam Beck,Adam,Beck,205.0,74.0,24.0,DB,Richmond,#5e0a2f,#fab41c,2017
-1025058,NC State,Adam Boselli,Adam,Boselli,253.0,77.0,88.0,TE,Ponte Vedra,#cc0000,#ffffff,2017
4258202,Michigan,Adam Shibley,Adam,Shibley,225.0,73.0,45.0,LB,Cleveland,#00274c,#ffcb05,2017
-1039924,Utah,Adam Webber,Adam,Webber,183.0,70.0,27.0,DB,Salt Lake City ,#ea002a,#ffffff,2017
3908571,Indiana State,Adrian Butler,Adrian,Butler,235.0,76.0,54.0,DT,Spring Branch,#00669a,#f0f0f0,2017
4244607,Tulsa,Akayleb Evans,Akayleb,Evans,198.0,74.0,26.0,DB,Mckinney,#003595,#d0b787,2017
4241220,Missouri,Akial Byers,Akial,Byers,288.0,75.0,,DL,Fayetteville,#f1b82d,#000000,2017
4035115,Missouri,Albert Okwuegbunam,Albert,Okwuegbunam,255.0,77.0,81.0,TE,Springfield,#f1b82d,#000000,2017
-1039920,Utah,Albert Tai,Albert,Tai,219.0,69.0,43.0,LB,Riverton,#ea002a,#ffffff,2017
4240712,Pittsburgh,Albert Tucker,Albert,Tucker,220.0,73.0,29.0,LB,Plantation,#003263,#231f20,2017
-1023650,Nevada,Alec Bonsall,Alec,Bonsall,235.0,73.0,55.0,LB,Aptos,#002d62,#ffffff,2017
4035835,Fresno State,Alex Akingbulu,Alex,Akingbulu,300.0,77.0,75.0,OL,Carson,#db0032,#002e6d,2017
3139400,Idaho,Alex Boatman,Alex,Boatman,242.0,72.0,37.0,LS,Lewiston,#null,#8c6e4a,2017
-1033523,TCU,Alex Bush,Alex,Bush,230.0,74.0,47.0,LB,La Habra,#4d1979,#f1f2f3,2017
4034447,Eastern Kentucky,Alex Cabrera,Alex,Cabrera,184.0,72.0,82.0,WR,Lubbock,#660819,#f0f0f0,2017
4259626,Arkansas State,Alex Roberts,Alex,Roberts,166.0,67.0,35.0,RB,Tokyo,#e81018,#000000,2017
4030912,Northern Iowa,Alfonzo Lambert II,Alfonzo,Lambert II,195.0,71.0,40.0,LB,Chicago,#473282,#ffffff,2017
4239718,Buffalo,Ali Abbas,Ali,Abbas,180.0,70.0,15.0,CB,Irvington,#041A9B,#ebebeb,2017
3117112,VMI,Allan Cratsenberg,Allan,Cratsenberg,223.0,75.0,46.0,LB,Chicago,#E52D37,#eec52b,2017
3928458,Alcorn State,Allen Bruce,Allen,Bruce,168.0,72.0,20.0,DB,Leander,#4b0058,#46166a,2017
-1018720,Maryland,Allen Corbin,Allen,Corbin,190.0,69.0,30.0,DB,Westminster,#D5002B,#ffcd00,2017
4250720,Eastern Kentucky,Alonzo Booth,Alonzo,Booth,260.0,73.0,39.0,RB,Ewa Beach,#660819,#f0f0f0,2017
4254276,Syracuse,Alton Robinson,Alton,Robinson,260.0,76.0,94.0,DL,Converse,#ff6500,#000e54,2017
4255543,Arkansas-Pine Bluff,A.C. Gillian,A.C.,Gillian,220.0,72.0,33.0,LB,Chicago,#e0aa0f,#eaaa00,2017
3929914,Colorado State,Adam Prentice,Adam,Prentice,245.0,72.0,46.0,FB,Fresno,#1e4d2b,#c8c372,2017
4242508,Oregon,Adam Stack,Adam,Stack,180.0,74.0,96.0,PK,Honolulu,#007030,#fee11a,2017
4044543,Massachusetts,Adam Tucker,Adam,Tucker,220.0,73.0,58.0,LB,Marshfield,#971B2F,#B1B3B3,2017
4034591,Tennessee Tech,Aderick Moore,Aderick,Moore,245.0,73.0,0.0,LB,Chicago,#5A4099,#ffde00,2017
4373816,Oregon,Adrian Jackson,Adrian,Jackson,230.0,75.0,29.0,LB,Denver,#007030,#fee11a,2017
4034908,Alabama A&M,Adrian Portlock,Adrian,Portlock,190.0,71.0,30.0,DB,Leander,#790000,#ffffff,2017
-1005564,Bowling Green,Aidan O'Connor,Aidan,O'Connor,173.0,71.0,39.0,WR,Lima,#2b1000,#492000,2017
4046707,Michigan State,AJ Arcuri,AJ,Arcuri,300.0,79.0,76.0,OT,Powell,#18453b,#ffffff,2017
4241056,Arkansas State,A.J. Cayetano,A.J.,Cayetano,181.0,70.0,7.0,DB,Atlanta,#e81018,#000000,2017
3912610,Holy Cross,Akeem Walcott,Akeem,Walcott,195.0,70.0,26.0,DB,Leander,#0a0a0a,#080808,2017
4036135,Iowa,Alaric Jackson,Alaric,Jackson,315.0,78.0,77.0,OL,Detroit,#000000,#FFCD00,2017
4241057,Arkansas State,Aldon Clark,Aldon,Clark,197.0,74.0,1.0,QB,New Orleans,#e81018,#000000,2017
4242496,Oregon,Alec Hallman,Alec,Hallman,214.0,73.0,96.0,P,Lithia,#007030,#fee11a,2017
4571660,Air Force,Alec Hamilton,Alec,Hamilton,230.0,72.0,59.0,LB,Lone Tree,#004a7b,#ffffff,2017
3911545,Furman,Alec Hanff,Alec,Hanff,243.0,76.0,42.0,DE,Fairfield,#582c83,#ffffff,2017
4242537,Auburn,Alec Jackson,Alec,Jackson,321.0,77.0,65.0,OL,Montgomery,#002b5c,#f26522,2017
-1042267,Washington State,Alec Kuzmack,Alec,Kuzmack,284.0,77.0,64.0,OL,Eagle,#981e32,#ffffff,2017
4360078,Missouri,Alec Pierce,Alec,Pierce,213.0,75.0,12.0,WR,Visalia,#f1b82d,#000000,2017
-1042683,West Virginia,Alejandro Marenco III,Alejandro,Marenco III,183.0,69.0,83.0,WR,Houston,#002855,#eaaa00,2017
559502,Furman,A'lencio Graham,A'lencio,Graham,182.0,73.0,19.0,RB,Ewa Beach,#582c83,#ffffff,2017
4373046,Kansas,Adagio Lopeti,Adagio,Lopeti,307.0,76.0,72.0,OL,East Palo Alto,#0051ba,#e8000d,2017
4037133,Kent State,Adam Dulka,Adam,Dulka,212.0,69.0,45.0,TE,Brecksville,#003976,#efab00,2017
-1031028,San Diego State,Adam Eastwood,Adam,Eastwood,215.0,73.0,38.0,FB,Del Mar,#c41230,#000000,2017
4258174,Michigan,Adam Fakih,Adam,Fakih,222.0,74.0,54.0,LB,Dearborn Heights,#00274c,#ffcb05,2017
4261085,Air Force,Adam Farah,Adam,Farah,185.0,73.0,83.0,WR,Ada,#004a7b,#ffffff,2017
4050929,Western Illinois,Adam Fellner,Adam,Fellner,220.0,76.0,89.0,P,Houston,#4e1e8a,#ffc90a,2017
4262923,Incarnate Word,Adam Garza,Adam,Garza,170.0,70.0,28.0,CB,Llano,#null,#080808,2017
4038928,Kent State,Adam Gregoire,Adam,Gregoire,332.0,78.0,75.0,OL,Canton,#003976,#efab00,2017
4360727,Air Force,Adam Jewell,Adam,Jewell,265.0,74.0,76.0,OL,Pearland,#004a7b,#ffffff,2017
4361526,Rutgers,Adam Korsak,Adam,Korsak,185.0,74.0,94.0,P,Melbourne,#d21034,#ffffff,2017
4035338,Boston College,Adam Korutz,Adam,Korutz,295.0,74.0,52.0,OL,Johnson City,#8c2232,#dbcca6,2017
4035774,Wisconsin,Adam Krumholz,Adam,Krumholz,193.0,73.0,24.0,WR,Stoughton,#c4012f,#ffffff,2017
-1007608,Coastal Carolina,Adam Lawhorn,Adam,Lawhorn,295.0,74.0,65.0,OL,Blacksburg,#007073,#876447,2017
-1016498,LSU,Adam Lewis,Adam,Lewis,176.0,71.0,26.0,WR,Baton Rouge,#461d7c,#fdd023,2017
4039101,Ohio,Adam Luehrman,Adam,Luehrman,255.0,76.0,44.0,TE,Athens,#295A29,#e4bb85,2017
548111,Northern Iowa,Adam Reth,Adam,Reth,273.0,76.0,99.0,DL,Andrews,#473282,#ffffff,2017
4241198,Missouri,Adam Sparks,Adam,Sparks,175.0,72.0,14.0,DB,Baton Rouge,#f1b82d,#000000,2017
4569228,Kent State,Adam Tourville,Adam,Tourville,330.0,75.0,50.0,OL,La Habra,#003976,#efab00,2017
-1039910,Utah,Adan Mao,Adan,Mao,,,59.0,LB,Leone,#ea002a,#ffffff,2017
4240604,Florida,Adarius Lemons,Adarius,Lemons,201.0,72.0,32.0,RB,Clearwater,#0021a5,#fa4616,2017
-1035087,Texas A&M,Adrian Wolford,Adrian,Wolford,323.0,76.0,72.0,OL,Meeker,#500000,#ffffff,2017
4251292,Tennessee Tech,A.J. Flemister,A.J.,Flemister,200.0,73.0,0.0,CB,Llano,#5A4099,#ffde00,2017
-1002981,Army,Alex Crawford,Alex,Crawford,270.0,72.0,94.0,DL,Burlington,#ce9c00,#231f20,2017
-1043764,Wisconsin,Alex Fenton,Alex,Fenton,313.0,76.0,73.0,OL,Menomonie,#c4012f,#ffffff,2017
-1039240,UTEP,Alex Fernandes,Alex,Fernandes,205.0,75.0,16.0,QB,Austin,#ff8200,#041e42,2017
4374116,Ohio,Alex Wolff,Alex,Wolff,215.0,70.0,10.0,S,Chillicothe,#295A29,#e4bb85,2017
-1039610,UTSA,Alfred Wande,Alfred,Wande,200.0,70.0,34.0,S,Rosenberg,#002A5C,#f47321,2017
4240179,Western Michigan,Ali Fayad,Ali,Fayad,255.0,74.0,1.0,DE,Dearborn,#532e1f,#8b7f79,2017
4361865,Oklahoma State,Amadou Fofana,Amadou,Fofana,255.0,76.0,11.0,DE,Memphis,#FF7300,#000000,2017
4247193,Eastern Washington,Anfernee Gurley,Anfernee,Gurley,180.0,70.0,34.0,DB,Leander,#a10022,#abb4bc,2017
-1032646,Southern Miss,Antawyn Fludd,Antawyn,Fludd,162.0,68.0,86.0,?,Okeechobee,#FFAA3C,#ffc423,2017
4030608,UT Martin,Antonio Clifton,Antonio,Clifton,181.0,69.0,9.0,S,Krum,#FF6700,#102a5c,2017
4036433,Florida International,Aris Marquis Duffey,Aris,Duffey,178.0,71.0,22.0,DB,null,#001538,#c5960c,2017
4052648,Arkansas-Pine Bluff,Arius Ofum,Arius,Ofum,245.0,74.0,55.0,LB,Chicago,#e0aa0f,#eaaa00,2017
4249010,SMU,Armando Fitz Jr.,Armando,Fitz,225.0,73.0,35.0,LB,Fort Worth,#354ca1,#cc0035,2017
4050384,Southern Miss,Arvin Fletcher,Arvin,Fletcher,313.0,75.0,63.0,OL,Madison,#FFAA3C,#ffc423,2017
4269726,North Texas,Asher Frow,Asher,Frow,260.0,76.0,34.0,DL,Fullerton,#00853E,#000000,2017
4047403,Idaho State,Atoa Fox,Atoa,Fox,208.0,73.0,9.0,DB,Leander,#ef8c00,#e9a126,2017
-1003035,Army,Austen Ferbet,Austen,Ferbet,220.0,76.0,42.0,OL,Cary,#ce9c00,#231f20,2017
4242509,Oregon,Austin Faoliu,Austin,Faoliu,300.0,75.0,99.0,DT,Santa Ana,#007030,#fee11a,2017
4257247,Toledo,Bailey Flint,Bailey,Flint,215.0,76.0,49.0,P,Melbourne,#0a2240,#ffcd00,2017
4047571,Minnesota,Bailey Schoenfelder,Bailey,Schoenfelder,240.0,75.0,43.0,LB,Huron,#5e0a2f,#fab41c,2017
4036191,NC State,Ben Frazier,Shug,Frazier,318.0,75.0,90.0,DT,Buford,#cc0000,#ffffff,2017
4273893,NC State,Ben Frazier,Ben,Frazier,,75.0,90.0,DT,Buford,#cc0000,#ffffff,2017
-1024040,New Mexico,Blaise Fountain,Blaise,Fountain,280.0,73.0,59.0,OL,Wichita,#BA0C2F,#a7a8aa,2017
-1012516,Georgia Tech,Blake Bradfield,Blake,Bradfield,290.0,75.0,65.0,OL,Rome,#003057,#b3a369,2017
4040092,South Alabama,Bobby Flott,Bobby,Flott,195.0,73.0,7.0,CB,Mobile,#00205B,#BF0D3E,2017
-1031021,San Diego State,Adison Umrarong,Adison,Umrarong,175.0,70.0,12.0,CB,Palos Verdes Peninsula,#c41230,#000000,2017
4035341,Boston College,Aidan Hegarty,Aidan,Hegarty,190.0,73.0,17.0,WR,Bluffton,#8c2232,#dbcca6,2017
-1023672,Nevada,AJ Arrington,AJ,Arrington,200.0,72.0,38.0,LB,Highland,#002d62,#ffffff,2017
-1010540,Florida International,A.J. Sattinger,A.J.,Sattinger,240.0,74.0,18.0,?,Clearwater,#001538,#c5960c,2017
4283230,App State,Akeem Davis-Gaither,Akeem,Davis-Gaither,,74.0,24.0,OLB,Thomasville,#ffcc00,#222222,2017
3914217,Tennessee Tech,Alex Carling,Alex,Carling,245.0,77.0,0.0,TE,Lewisville,#5A4099,#ffde00,2017
-1019298,Memphis,Alex Gaca,Alex,Gaca,195.0,75.0,46.0,DB,Franklin,#004991,#8e908f,2017
4033747,Virginia,Alex Gellerstedt,Alex,Gellerstedt,320.0,79.0,,OT,Dublin,#232d4b,#f84c1e,2017
4043632,Marshall,Alex Salguero,Alex,Salguero,324.0,76.0,78.0,OL,Bradenton,#00ae42,#be854c,2017
4240395,Syracuse,Allen Stritzinger,Allen,Stritzinger,194.0,72.0,22.0,DB,Detroit,#ff6500,#000e54,2017
4244602,Tulsa,Allie Green IV,Allie,Green IV,206.0,75.0,24.0,DB,Austin,#003595,#d0b787,2017
4034566,Southeast Missouri State,Al Young,Al,Young,182.0,71.0,1.0,CB,Llano,#c8102e,#000000,2017
4239992,Clemson,Amari Rodgers,Amari,Rodgers,210.0,70.0,3.0,WR,Knoxville,#f56600,#522d80,2017
4038432,Oklahoma State,Amen Ogbongbemiga,Amen,Ogbongbemiga,235.0,73.0,7.0,LB,Calgary,#FF7300,#000000,2017
4382542,Minnesota,Anders Gelecinskyj,Anders,Gelecinskyj,200.0,74.0,48.0,PK,Bloomington,#5e0a2f,#fab41c,2017
-1025431,North Texas,Andre Alger,Andre,Alger,215.0,69.0,34.0,RB,Leander,#00853E,#000000,2017
4035185,Tennessee,Andrew Craig,Andrew,Craig,244.0,76.0,86.0,TE,Knoxville,#ff8200,#58595b,2017
3910328,Eastern Washington,Andrew Katzenberger,Andrew,Katzenberger,220.0,73.0,36.0,LB,Chicago,#a10022,#abb4bc,2017
4044090,UConn,Andrew Migliaccio,Andrew,Migliaccio,280.0,75.0,59.0,DL,Granby,#0c2340,#f1f2f3,2017
4052236,Louisiana Tech,Adrian Hardy,Adrian,Hardy,205.0,74.0,6.0,WR,Houston,#002d65,#d3313a,2017
4250682,North Carolina Central,Aedan Johnson,Aedan,Johnson,160.0,68.0,30.0,PK,Lancaster,#880023,#c2c3c0,2017
4249039,Austin Peay,Ahmaad Tanner,Ahmaad,Tanner,200.0,72.0,21.0,RB,Ewa Beach,#8e0b0b,#null,2017
3119270,Holy Cross,Ahmad Tyler,Ahmad,Tyler,202.0,75.0,12.0,DB,Leander,#0a0a0a,#080808,2017
-1022746,Navy,Ahmir Lee,Ahmir,Lee,238.0,72.0,45.0,FB,Atlanta,#00225b,#b5a67c,2017
4242524,Auburn,Aidan Marshall,Aidan,Marshall,213.0,72.0,41.0,P,Winchester,#002b5c,#f26522,2017
4035633,Northwestern,Aidan Smith,Aidan,Smith,215.0,74.0,11.0,QB,Fort Wayne,#582c83,#ffffff,2017
-1021643,Ole Miss,A.J. Harris,A.J.,Harris,200.0,71.0,11.0,DB,Madison,#13294b,#c8102e,2017
-1003984,BYU,AJ Lolohea,AJ,Lolohea,235.0,75.0,43.0,LB,Glendale,#003da5,#ffffff,2017
4249299,VMI,A.J. Smith,A.J.,Smith,200.0,74.0,25.0,DB,Leander,#E52D37,#eec52b,2017
4570028,Ohio,A.J. Smith,A.J.,Smith,187.0,70.0,39.0,S,Powell,#295A29,#e4bb85,2017
4240155,Western Michigan,A.J. Thomas,A.J.,Thomas,210.0,75.0,6.0,S,Detroit,#532e1f,#8b7f79,2017
4051374,Southern Utah,Alan Holsten,Alan,Holsten,165.0,71.0,32.0,S,Krum,#c72026,#000000,2017
4360851,Michigan State,Alante Thomas,Alante,Thomas,190.0,69.0,39.0,RB,Detroit,#18453b,#ffffff,2017
4043988,Abilene Christian,Adonis Davis,Adonis,Davis,170.0,69.0,13.0,CB,Llano,#592d82,#b1b3b3,2017
4248969,Towson,Adrian Platt,Adrian,Platt,187.0,67.0,27.0,RB,Ewa Beach,#FFC229,#null,2017
4052121,Jackson State,Adrian Salazar,Adrian,Salazar,170.0,72.0,47.0,PK,Lancaster,#123297,#b5b7ba,2017
-1019297,Memphis,Aidan Daily,Aidan,Daily,185.0,74.0,27.0,P,Aptos,#004991,#8e908f,2017
4037298,Georgia Tech,Ajani Kerr,Ajani,Kerr,195.0,72.0,21.0,DB,Powder Springs,#003057,#b3a369,2017
4239934,Boston College,AJ Dillon,AJ,Dillon,250.0,72.0,2.0,RB,New London,#8c2232,#dbcca6,2017
4240585,Iowa,A.J. Epenesa,A.J.,Epenesa,280.0,78.0,94.0,DE,Glen Carbon,#000000,#FFCD00,2017
545682,UAB,A.J. Erdely,A.J.,Erdely,220.0,76.0,11.0,QB,Cumming,#003b28,#ffc845,2017
4246135,Gardner-Webb,A.J. Moses,A.J.,Moses,220.0,72.0,26.0,RB,Ewa Beach,#c12535,#909090,2017
4361287,Colorado State,A'Jon Vivens,A'Jon,Vivens,200.0,71.0,1.0,RB,Denver,#1e4d2b,#c8c372,2017
4046592,Kansas State,AJ Parker,AJ,Parker,178.0,71.0,12.0,DB,Bartlesville,#3c0969,#e2e3e4,2017
4035235,Texas A&M,AJ Sanders,AJ,Sanders,205.0,70.0,17.0,RB,The Woodlands,#500000,#ffffff,2017
4032256,The Citadel,A.J. Stokes,A.J.,Stokes,280.0,76.0,94.0,DL,Athens,#002b5c,#f0f0f0,2017
4239995,Clemson,A.J. Terrell,A.J.,Terrell,190.0,73.0,8.0,CB,Atlanta,#f56600,#522d80,2017
3122886,Holy Cross,A.J. Wells,A.J.,Wells,200.0,73.0,36.0,PK,Lancaster,#0a0a0a,#080808,2017
4040875,Colorado,Akil Jones,Akil,Jones,235.0,72.0,36.0,LB,San Jose,#CFB87C,#000000,2017
4052007,Coastal Carolina,Alex James,Alex,James,205.0,71.0,22.0,RB,Florence,#007073,#876447,2017
4253176,Holy Cross,Alex Johnson,Alex,Johnson,196.0,72.0,22.0,DB,Leander,#0a0a0a,#080808,2017
-1036472,Troy,"Alvin Bryant, Jr.",Alvin,"Bryant, Jr.",177.0,70.0,28.0,WR,Orlando,#AE0210,#88898c,2017
4036669,Georgia Southern,Alvin Ward Jr.,Alvin,Ward Jr.,235.0,76.0,42.0,LB,Ahoskie,#003775,#f0f0f0,2017
4259914,Ole Miss,Amani Johnson,Amani,Johnson,245.0,72.0,45.0,DT,Abbeville,#13294b,#c8102e,2017
-1015747,Kent State,Amari Jenson,Amari,Jenson,244.0,72.0,36.0,LB,Ypsilanti,#003976,#efab00,2017
4243813,Florida Atlantic,Akileis Leroy,Akileis,Leroy,235.0,71.0,36.0,LB,Albany,#00447c,#d31245,2017
4243740,Navy,Alema Kapoi,Alema,Kapoi,270.0,72.0,94.0,DL,Kapolei,#00225b,#b5a67c,2017
4046164,Pittsburgh,Alex Kessman,Alex,Kessman,190.0,75.0,97.0,PK,Clarkston,#003263,#231f20,2017
4255985,Oregon State,Aidan Willard,Aidan,Willard,184.0,74.0,4.0,QB,Napa,#231f20,#d73f09,2017
4047402,Idaho State,Alex Espinoza,Alex,Espinoza,185.0,71.0,26.0,DB,Leander,#ef8c00,#e9a126,2017
3120861,Villanova,Alex Padovani,Alex,Padovani,205.0,72.0,28.0,WR,Lubbock,#00205b,#13b5ea,2017
-1001847,Arizona State,Alex Perry,Alex,Perry,169.0,71.0,14.0,DB,Las Vegas,#8e0c3a,#ffc72c,2017
-1019021,Massachusetts,Alex Piechocki,Alex,Piechocki,255.0,77.0,91.0,DL,Attica,#971B2F,#B1B3B3,2017
-1040675,Vanderbilt,Alex Stump,Alex,Stump,210.0,75.0,11.0,WR,Avon,#866d4b,#000000,2017
4259546,Georgia,Ameer Speed,Ameer,Speed,210.0,75.0,6.0,CB,Jacksonville,#ba0c2f,#000000,2017
4241989,Ohio State,Amir Riep,Amir,Riep,195.0,72.0,10.0,CB,Cincinnati,#ce1141,#505056,2017
3116448,Portland State,Andre Petties-Wilson,Andre,Petties-Wilson,195.0,73.0,2.0,WR,Lubbock,#00311e,#ebebeb,2017
-1018712,Maryland,Andrew Park,Andrew,Park,245.0,76.0,89.0,TE,Fairfax Station,#D5002B,#ffcd00,2017
3909356,Fordham,Andrew Prince,Andrew,Prince,178.0,74.0,16.0,WR,Lubbock,#830032,#909090,2017
4244327,Miami (OH),Andrew Sharp,Andrew,Sharp,267.0,76.0,91.0,DL,Grosse Pointe,#a4000c,#f0f0f0,2017
4568499,Virginia,Andrew Spaziani,Andrew,Spaziani,210.0,77.0,,WR,Hingham,#232d4b,#f84c1e,2017
4362774,Missouri,Antar Thompson,Antar,Thompson,300.0,77.0,56.0,DL,Saint Louis,#f1b82d,#000000,2017
-1042656,West Virginia,Anthony DelPercio,Anthony,DelPercio,208.0,68.0,22.0,WR,Middletown,#002855,#eaaa00,2017
4039162,Rice,Anthony Ekpe,Anthony,Ekpe,235.0,73.0,31.0,LB,Pflugerville,#d1d5d8,#003d7d,2017
-1023664,Nevada,Anthony Palomares,Anthony,Palomares,295.0,75.0,62.0,OL,Victorville,#002d62,#ffffff,2017
4245672,Arizona,Anthony Pandy,Anthony,Pandy,228.0,73.0,8.0,LB,Carson,#0c234b,#ab0520,2017
4241355,Kansas State,Anthony Payne,Anthony,Payne,295.0,74.0,33.0,DE,Peculiar,#3c0969,#e2e3e4,2017
4572478,New Mexico State,Anthony Pioche-Lee,Anthony,Pioche-Lee,365.0,75.0,68.0,OL,Fruitland,#891216,#000000,2017
4363070,Western Kentucky,Anthony Polite,Anthony,Polite,190.0,71.0,45.0,DB,Elizabethtown,#F32026,#b3b5b8,2017
4244740,Ball State,Antonio Phillips,Antonio,Phillips,191.0,72.0,21.0,CB,Saint Louis,#DA0000,#ffffff,2017
4571565,South Florida,Antonio Spanolios,Antonio,Spanolios,360.0,79.0,68.0,OL,Tarpon Springs,#004A36,#231f20,2017
4373045,Kansas,Api Mane,Api,Mane,334.0,75.0,58.0,OL,East Palo Alto,#0051ba,#e8000d,2017
4371989,Auburn,Arryn Siposs,Arryn,Siposs,212.0,74.0,90.0,P,Melbourne,#002b5c,#f26522,2017
4240352,Wyoming,Alonzo Velazquez,Alonzo,Velazquez,302.0,78.0,78.0,OT,Janesville,#492f24,#ffc425,2017
4250212,Alabama A&M,Aqeel Glass,Aqeel,Glass,225.0,76.0,4.0,QB,Dallas,#790000,#ffffff,2017
4051584,Nicholls,Aquindas Steib,Aquindas,Steib,220.0,71.0,36.0,LB,Chicago,#C41230,#f0f0f0,2017
-1016501,LSU,Brandon McQuen,Brandon,McQuen,211.0,76.0,94.0,PK,Madisonville,#461d7c,#fdd023,2017
3145622,Northwestern State,Bryson Bourque,Bryson,Bourque,190.0,71.0,14.0,WR,Lubbock,#492F91,#ed6118,2017
4076851,Grambling,Danquarian Fields,Danquarian,Fields,190.0,75.0,7.0,DB,Leander,#ee8601,#ffd10a,2017
